SRR6743920	SRR6743924	SRR6743927	SRR6743930	SRR6743933	SRR6743936	SRR6743938	SRR6743943	SRR6743949	SRR6743950	SRR6743960	SRR6743965	SRR6743966	SRR6743967	SRR6743968	SRR6743971	SRR6743974	SRR6743975	SRR6743977	SRR6743984	SRR6743990	SRR6743993	SRR6743995	SRR6744018	SRR6744021	SRR6744029	SRR6744030	SRR6744032	SRR6744035	SRR6744038	SRR6744047	SRR6744055	SRR6744056	SRR6744057	SRR6744058	SRR6744059	SRR6744060	SRR6744074	SRR6744075	SRR6744086	SRR6744087	SRR6744092	SRR6744094	SRR6744095	SRR6744097	SRR6744099	SRR6744101	SRR6744105	SRR6744107	SRR6744108	SRR6744114	SRR6744116	SRR6744121	SRR6744122	SRR6744125	SRR6744126	SRR6744133	SRR6744134	SRR6744139	SRR6744141	SRR6744142	SRR6744144	SRR6744151	SRR6744152	SRR6744156	SRR6744157	SRR6744164	SRR6744166	SRR6744169	SRR6744170	SRR6744172	SRR6744173	SRR6744176	SRR6744188	SRR6744192	SRR6744196	SRR6744200	SRR6744207	SRR6744208	SRR6744209	SRR6744218	SRR6744219	SRR6744231	SRR6744232	SRR6744238	SRR6744240	SRR6744246	SRR6744248	SRR6744250	SRR6744254	SRR6744257	SRR6744260	SRR6744261	SRR6744262	SRR6744265	SRR6744270	SRR6744279	SRR6744282	SRR6744288	SRR6744291	SRR6744295	SRR6744297	SRR6744303	SRR6744304	SRR6744305	SRR6744308	SRR6744313	SRR6744322	SRR6744326	SRR6744329	SRR6744331	SRR6744335	SRR6744338	SRR6744339	SRR6744342	SRR6744343	SRR6744356	SRR6744360	SRR6744365	SRR6744366	SRR6744367	SRR6744370	SRR6744371	SRR6744376	SRR6744378	SRR6744381	SRR6744391	SRR6744393	SRR6744401	SRR6744403	SRR6744405	SRR6744415	SRR6744421	SRR6744422	SRR6744423	SRR6744429	SRR6744431	SRR6744432	SRR6744434	SRR6744441	SRR6744443	SRR6744444	SRR6744445	SRR6744448	SRR6744454	SRR6744455	SRR6744458	SRR6744460	SRR6744461	SRR6744465	SRR6744470	SRR6744471	SRR6744476	SRR6744477	SRR6744480	SRR6744482	SRR6744485	SRR6744487	SRR6744488	SRR6744497	SRR6744499	SRR6744501	SRR6744507	SRR6744517	SRR6744518	SRR6744519	SRR6744521	SRR6744523	SRR6744535	SRR6744539	SRR6744546	SRR6744547	SRR6744553	SRR6744562	SRR6744563	SRR6744564	SRR6744565	SRR6744567	SRR6744571	SRR6744574	SRR6744576	SRR6744581	SRR6744593	SRR6744599	SRR6744600	SRR6744603	SRR6744606	SRR6744609	SRR6744611	SRR6744613	SRR6744619	SRR6744620	SRR6744623	SRR6744629	SRR6744630	SRR6744632	SRR6744635	SRR6744638	SRR6744639	SRR6744649	SRR6744653	SRR6744658	SRR6744665	SRR6744667	SRR6744673	SRR6744674	SRR6744680	SRR6744684	SRR6744685	SRR6744689	SRR6744695	SRR6744696	SRR6744701	SRR6744702	SRR6744705	SRR6744707	SRR6744710	SRR6744713	SRR6744718	SRR6744723	SRR6744726	SRR6744729	SRR6744735	SRR6744739	SRR6744745	SRR6744747	SRR6744749	SRR6744756	SRR6744758	SRR6744759	SRR6744760	SRR6744766	SRR6744770	SRR6744777	SRR6744778	SRR6744780	SRR6744783	SRR6744790	SRR6744793	SRR6744794	SRR6744796	SRR6744800	SRR6744803	SRR6744804	SRR6744805	SRR6744809	SRR6744815	SRR6744819	SRR6744826	SRR6744829	SRR6744832	SRR6744833	SRR6744842	SRR6744858	SRR6744859	SRR6744860	SRR6744862	SRR6744866	SRR6744875	SRR6744877	SRR6744878	SRR6744883	SRR6744884	SRR6744894	SRR6744896	SRR6744897	SRR6744898	SRR6744901	SRR6744902	SRR6744914	SRR6744916	SRR6744917	SRR6744918	SRR6744925	SRR6744926	SRR6744928	SRR6744930	SRR6744931	SRR6744940	SRR6744941	SRR6744945	SRR6744955	SRR6744962	SRR6744971	SRR6744972	SRR6744973	SRR6744976	SRR6744977	SRR6744980	SRR6744981	SRR6744985	SRR6744991	SRR6744992	SRR6744998	SRR6744999	SRR6745001	SRR6745004
K02904	8669	46562	63445	1628	10656	3576	2748	60	42719	11727	19145	26089	46830	518	7927	1780	4714	6831	6704	26743	49119	9498	8476	15853	43468	246	28975	68224	6700	37052	37325	36639	4798	24889	26639	21538	31968	7768	13522	24872	23120	8349	37366	32223	13723	36018	1159	68760	13594	19173	9726	11738	16135	90	17517	3125	26638	9559	36	56768	30300	63387	11984	129931	40899	7808	64360	28716	23852	20193	60599	80774	21484	22974	8417	16703	124	19450	2096	15708	306	224	30080	41837	30708	63541	18064	6598	10282	56477	39521	424	12173	2701	63371	31168	34157	13400	17424	12010	14703	912	9787	1141	34839	33981	7724	4015	702	4742	58533	18568	27512	16055	3440	21539	20354	11294	58677	3335	9146	1666	21654	16655	6655	3942	22933	121	26645	21478	3180	9143	45229	30826	63201	37558	27137	2720	30288	7592	25226	22735	29166	35201	10726	17670	7245	82761	25360	31055	53097	7347	42578	2077	13252	71	26338	26004	2103	1270	44656	7134	28629	41466	48272	5860	46182	23503	76472	24371	14222	7988	22720	10159	8948	27271	22481	445	30896	31875	639	29699	14365	89344	33153	6973	13110	3473	27111	13011	2375	42935	2012	10897	711	27969	2872	2245	30740	10387	14328	52861	18562	13706	5208	14431	44853	20811	55844	5975	63	41601	32304	70127	1878	18594	43625	11205	9485	2696	16184	45270	6700	24423	3555	14519	6009	7091	4901	879	20741	17194	15980	10983	16164	18777	53147	187	5626	48294	45587	11784	31888	84269	22679	13188	4290	34312	4059	34496	18990	58842	11846	17440	7721	36318	4592	20223	21720	100	26513	79799	28968	29825	17653	2000	310	35498	31754	5491	6459	10742	11695	26441	25748	42040	19182	52704	34176	9026	12402	370	1734	17059	86158	20405	14610	22446	30925	29721	32934	39646	1573	40372	33366	4775	37314
K02906	93922	225351	334355	12702	58867	15672	27342	417	208407	80432	139708	175944	158411	3811	68292	13669	46622	81554	66222	280127	222464	87292	50784	86862	231819	1043	175564	337554	26295	189455	176411	180562	39258	115072	177659	156096	225817	26082	135854	128530	149471	66202	206783	187439	73001	176953	13274	237809	93745	106498	36717	86713	117903	1277	155833	21479	150356	76370	282	361322	167785	290659	98070	575920	166517	57551	259808	199087	175842	101261	314763	402710	119534	115705	53421	148805	770	91494	21512	96068	2441	2243	145620	242023	150580	222988	113124	80039	91124	220918	167586	3444	69423	24668	335490	153003	124744	96342	113149	66148	86025	2639	79447	8109	173839	216222	56936	31096	4282	30990	191743	164713	147433	114051	19602	93904	127657	77304	270042	55733	62691	17191	109661	89704	37761	37909	157605	922	182647	98825	28310	96020	266086	131823	254031	138650	152611	15034	133525	16083	108711	156846	132151	164822	68554	120123	90379	521850	170117	143728	174010	40798	180506	27576	91084	458	105916	127840	19248	9852	152040	59367	152110	117408	148303	28180	222564	85889	361054	134206	84375	50330	118889	67469	69247	143157	193186	3815	232915	107963	7103	167947	70483	485637	107609	43290	63024	36163	193112	73078	20511	260820	15515	90063	5879	171246	22843	18932	223999	65596	79630	225581	76088	58518	43594	88174	146578	121577	288881	28238	385	180850	177689	395379	17462	131473	310904	79413	54556	27697	124853	201359	43900	155552	28685	81595	52782	53041	28636	8529	112858	88147	106397	74934	111278	192765	335202	1765	50612	185425	200531	50789	198638	414216	130997	96225	36196	162890	21988	147003	105970	222957	80643	107901	43946	194610	38575	87378	122204	673	108737	535613	193949	101494	85004	28758	2046	214271	214959	53295	61162	59535	90663	176306	140413	217297	90901	249224	165547	100901	93050	2799	8632	120103	402016	119336	137874	100561	119672	198197	161956	281838	13030	194457	132522	67698	210308
K02907	3383	22347	36023	809	3672	2462	1279	42	26090	6833	15347	19512	33702	261	5431	524	688	3582	4138	5977	25309	4450	4650	12833	27680	90	19800	46029	4655	15989	18655	13150	770	18550	11917	10476	10734	3761	7503	11678	15814	6575	9306	13351	5196	27103	413	47084	8540	9465	4214	7174	10196	44	140	665	14144	5647	22	32187	16279	26126	6902	72989	25793	3536	48079	11436	14001	10390	44462	47289	13326	12459	5213	7984	61	15974	1039	12963	116	86	19893	21259	15022	23689	11004	4934	4281	32614	13096	239	12577	936	39050	24317	19910	8333	11033	6301	7186	532	5374	569	19722	21516	2300	2106	424	2956	10403	12515	25453	6749	1871	14855	8943	5481	35487	1400	3687	1184	16168	10483	5254	1555	10976	41	18862	16333	1592	5296	30469	24913	40785	24706	19328	1733	27083	1157	13506	13469	25089	22129	5177	8146	3098	36855	13535	16636	34170	3125	11380	2021	7902	31	11117	18421	869	901	32718	4703	21423	19861	28538	2747	34821	11086	29453	9161	8471	5448	14301	6104	6501	18857	12275	217	14951	21240	59	13601	7432	78398	11028	3322	7319	1985	13339	6752	1679	23119	811	3534	72	12528	2311	1281	18221	7173	12765	31210	13654	10725	3255	8959	18387	11009	31830	3579	52	22591	15896	35387	671	8987	29955	5422	8223	1033	10111	26318	3036	12160	2108	9758	2914	4007	3120	309	13185	8934	8134	6229	8655	17522	25805	74	2342	35366	28824	6292	20594	50522	17282	4157	1963	23589	3264	18992	9509	52501	6538	15007	4524	22732	2755	8538	20578	39	14834	65276	16051	13172	10757	1032	210	20000	19406	2306	1799	4231	4505	18229	20243	31258	8495	25336	13690	1491	6617	208	573	8503	41473	15694	7964	10897	26787	9963	12099	27748	736	30001	20040	3934	31612
K02909	6703	31157	23010	2946	7900	1513	1297	35	47674	13483	13012	6642	19892	1010	6452	1337	2209	4342	8006	32937	18321	9019	4734	14505	52484	177	24431	27539	6026	24085	17247	11941	3274	10843	11245	54657	24605	3393	18521	10554	23968	18241	18022	12191	3523	30856	1794	26024	6614	11320	3709	4433	13532	249	18305	695	26365	8839	32	63061	25334	26520	17635	63815	15216	6703	41642	15996	28974	17626	26906	17675	15962	5240	8638	8740	78	23272	2049	12257	342	384	30554	43864	15596	5828	10912	5473	7617	19087	16454	728	9264	3278	42436	28992	10215	16545	15333	7321	18159	425	3357	1980	16850	13871	4353	10223	567	6411	8741	23027	11510	8932	5090	12258	26644	8162	58254	12115	4294	1127	16825	23950	5543	4979	22964	299	35269	13457	10101	8556	15509	12637	15635	14158	10910	6191	16364	1056	9185	23049	21005	15576	14407	12512	4745	47632	9842	11937	19705	11896	41078	2043	14662	38	13533	19476	5652	753	13037	16849	40441	8650	24647	2102	39274	17565	14210	9846	14243	24181	10989	12838	4569	35657	21512	351	28840	6375	805	27320	10627	83961	28544	1562	7923	6245	25367	13723	2589	27426	660	1866	2040	13764	8094	7253	20399	3832	6850	24806	17470	6108	13540	29434	17911	17417	24672	3642	92	17151	17417	23176	960	19574	19995	20353	15363	5920	16895	30537	9099	26340	5938	13521	8860	17593	14095	516	31130	23446	16037	14454	4408	17348	30849	188	8883	26408	36384	4550	24620	26757	12905	11694	12061	16910	4765	18595	13245	38847	14843	13213	3494	13094	6488	9739	12369	173	4807	55732	15519	4750	31166	1390	124	18680	17903	13572	5426	3564	4661	19641	30424	16703	11153	33631	10463	6502	8167	417	3404	29805	47316	16341	16132	14590	19584	13995	14848	40145	1133	16235	26578	2979	16595
K02911	22792	7984	9201	3612	12989	1708	3639	46	35593	14204	28312	25773	19278	1422	6625	1668	7198	13755	8122	91384	6671	13793	11625	12689	59683	103	21927	11264	4835	29745	9701	9489	3757	17388	32855	52810	31245	2596	22805	13216	48574	21701	12841	17089	7744	8856	3154	10096	17852	18333	3094	6433	19571	154	14577	4836	31950	11577	28	71324	18450	34894	8897	76892	15544	10565	34835	14137	56390	9073	32446	20294	6604	5531	9184	23687	94	21085	2440	24125	1060	585	14319	22989	11200	2190	11822	3843	21721	12289	6540	1115	17015	9285	71554	20259	13389	17225	5882	12556	20729	287	7815	1895	13663	32533	19637	24391	1158	9780	24054	17250	7439	10527	5438	21182	6659	5568	29837	42747	10120	1996	16908	15111	7754	14622	43286	217	33374	16151	15209	16054	19893	10804	17117	12857	3882	2796	19872	794	22007	29788	20702	19172	14593	25728	10923	51278	19373	10905	15649	7779	31818	4623	13568	140	7551	19843	11107	554	13072	18229	7349	9133	13851	682	28572	22385	11689	8431	17338	12906	27107	14263	5790	12554	43209	322	52538	4591	1079	30544	19043	41153	5495	2879	4580	9812	61264	23247	3558	23214	1427	12506	1219	8456	7173	12577	34563	7824	14996	20576	8735	5372	19038	27212	16071	22458	15377	2485	103	5273	16191	30615	3001	16173	15594	17264	10985	11216	18051	34457	10986	52428	16569	15005	10657	25958	6766	1303	46921	11378	16894	15786	6606	18341	41107	426	25127	22110	26854	4154	25709	27341	14041	21899	17489	15087	9074	13412	3623	53372	12375	8769	4110	13454	6667	9983	19057	219	4631	45488	35079	6433	3441	2695	362	32164	6179	25742	9536	2387	17575	20184	19883	18615	12719	18645	10757	24511	23350	449	2386	33521	10840	14078	18593	14711	39270	16397	20971	39378	2108	32193	29203	2081	14636
K02913	4251	7922	12104	839	3115	742	1218	40	13485	7193	17618	14210	6073	311	3003	1717	1640	4756	1638	23773	7130	2928	2220	13724	32386	102	9237	14598	2023	7916	2704	3557	1665	7282	16054	22500	14164	1177	4874	9568	10579	8774	9336	4860	4075	4037	670	9695	7936	6488	2019	3849	6484	62	12547	290	11716	5363	8	31888	9916	7736	2579	28965	3939	2149	11619	6177	14339	4917	3167	10866	5866	1216	5404	7510	58	13851	620	17548	317	269	8410	24408	8862	1223	2487	1641	9100	3603	3727	274	1712	1473	33276	9905	3329	7296	3062	3845	5833	165	6252	568	5556	15128	7990	3990	456	2369	5897	8566	6581	4737	2314	5963	8712	2845	22360	5047	3629	1442	3159	13136	4780	4463	14099	51	9799	6948	4571	5844	6892	5262	6077	4424	1857	1498	3548	531	6161	7412	4746	6045	7432	4691	2719	11840	8034	7565	7784	5707	21128	1256	5044	10	6584	8807	3644	292	2741	8411	7386	13587	10334	976	12570	8346	9554	9465	3899	8434	7283	6914	1128	9097	19929	29	7383	3496	281	9156	10629	45210	15291	542	3529	4978	14484	8076	1150	5840	447	2320	808	11331	3158	1594	9559	1871	6910	5960	4685	1025	3049	15742	8997	9009	15240	783	57	9331	6944	16705	912	8654	3520	11932	7507	2956	6125	20589	5241	15508	9552	6868	3114	8545	2688	421	18234	11347	6638	5470	2605	17914	10363	77	4848	12821	16471	1466	19395	5161	4571	4060	7929	9630	1964	8336	3607	8817	6947	4868	1315	15965	2832	3998	5799	116	1561	33011	12753	1211	2602	755	53	17094	4861	8586	2957	1836	2454	7351	13762	5869	4244	15104	4910	5086	8281	174	881	13277	16848	2125	8385	4345	7941	3057	7105	17485	1278	7923	15520	1106	8079
K02914	11353	3529	5487	2212	4157	362	3879	10	8927	5277	19338	13840	5802	527	4555	410	3954	11037	2884	26246	942	4840	2559	11715	23887	26	6456	3952	892	9732	3138	1684	1953	5677	12591	12365	11355	1088	9236	1748	10422	8365	5416	6271	1471	5504	1119	3406	7478	8417	728	4683	10553	12	3600	610	5002	5642	20	23746	5002	12150	9603	24844	2630	1970	8136	3928	28094	3615	14890	7570	7557	2279	3504	14863	51	7691	837	20076	432	540	7281	11674	3982	221	3152	6334	7948	6306	1717	337	4133	3385	27378	9506	4871	9233	6444	2560	4196	106	8819	478	3355	19572	6935	6848	410	4177	2117	17887	1178	5349	1705	7659	3710	1831	10471	12849	2928	2024	5497	8667	2426	8281	12874	66	13688	3505	6581	8176	5689	732	10923	2265	365	2840	7366	171	8223	14905	6883	7770	5261	7142	9379	13809	12073	1776	5644	2399	10551	2625	4995	23	4640	7774	3016	115	5859	15281	4553	5031	6420	512	8499	8066	2897	1359	4066	5668	14523	5696	76	7816	40278	56	14151	251	284	5702	8702	21243	531	623	1031	7224	12734	8184	1854	8065	385	3267	531	3731	5818	3408	16486	4890	9795	4031	2300	1742	4150	11115	6938	4206	3212	1922	71	1346	6318	11590	1589	4147	2765	6207	4822	4158	12353	15293	2682	7442	7943	5608	6209	6818	1667	835	19848	5471	7473	1499	5192	14893	11705	162	13096	10848	6091	988	14650	12338	5711	6028	4711	4180	3921	5338	2436	15388	5480	1774	850	7608	5487	3279	5415	59	646	17850	15844	1377	4941	1984	57	11182	1170	12978	5269	373	5623	16480	9984	5358	3052	10324	2822	9486	11317	183	578	13906	2927	4384	9396	5042	5392	4888	18764	16278	2291	12844	7593	420	1605
K02916	11799	22253	22784	1381	12304	1506	2666	40	26798	11574	24550	33965	18793	636	8741	307	6376	13312	5974	57572	25720	11074	9201	13789	40916	220	16260	24365	1929	23840	12380	14545	5472	14243	28334	23047	23857	2817	15001	11898	16467	8611	16824	13183	3699	17695	2048	21515	19256	14886	3291	9161	17423	150	8756	3469	24096	9679	38	41558	20571	28507	11722	97696	15581	9021	26724	16969	19675	13799	21185	28383	10557	9203	6327	19928	104	13699	2184	16302	415	299	21079	80714	11586	10424	11762	7093	12134	10397	15406	459	5627	5034	58632	18623	14278	11290	11463	8076	11129	334	9841	911	14963	30273	11612	5868	405	4289	21494	25254	7468	12457	2157	11111	12745	10244	30178	12413	8308	1738	10787	11547	4904	6419	24038	108	19862	7204	3286	11740	21943	11805	25881	9032	9261	2880	14710	1174	18631	14976	18164	17717	8761	15819	12346	47646	21778	13941	16533	5214	20827	3290	7824	72	15571	22217	2638	458	14787	12111	12067	19414	16634	1678	26604	13666	22529	8349	6814	4772	16225	8142	4686	16646	28621	358	20849	8847	886	15970	14566	55663	9668	3342	5991	5055	23933	10150	2388	19891	1609	15658	1371	12656	3606	4256	35499	7321	8045	16060	9995	4966	5757	13607	22358	10908	16732	4681	102	12874	20726	41368	2053	14976	21017	12308	6868	6572	16400	33184	6258	17032	6848	13205	7107	7522	4188	918	25162	11806	14631	9407	12898	15153	41620	241	10669	23824	24187	3514	28476	20944	12976	23301	4627	17188	4271	13714	9524	31520	10640	8920	4865	20165	4792	10480	12766	55	4458	38240	29557	7626	6649	2280	245	42604	13974	14573	7346	3323	14865	20292	17575	22356	7356	32286	12013	15270	15186	300	886	13484	32449	12947	21046	16730	13928	19867	22311	37921	1295	18767	18734	2257	18262
K02926	60979	194421	195826	7356	41976	13690	16987	348	167990	51591	82212	119396	147482	2873	44952	11492	25046	47472	34388	165148	206624	56083	36928	70104	207331	726	109353	209503	21660	160567	173179	170465	24155	79067	99592	103530	168345	20442	82091	100705	101625	51765	175921	164107	62831	113401	9164	172998	55192	77883	34192	43799	70417	625	83118	14834	104398	40500	172	242253	100043	231814	55031	514440	125879	47046	225455	147777	112166	66872	245740	316973	74452	88545	35789	100964	471	74711	15472	61823	1753	1449	112439	174051	113096	157086	91886	43581	52162	174102	169276	2535	43116	16810	261159	121934	111359	76678	59617	43899	58192	2063	46505	5587	132013	138329	34144	21847	2762	20471	153792	84798	154299	72054	15919	54826	76119	48734	235781	33089	38400	10387	97323	67042	27978	24552	100126	636	115610	85505	20598	58099	180282	112758	224585	105540	90708	9582	114005	15123	84127	105907	119389	123428	47179	78838	57872	425037	124383	133245	155806	28828	140244	14101	57202	356	79426	106419	15008	5558	125323	42262	124190	69979	120993	14675	150836	67561	301562	91818	61445	35789	87551	47834	40066	106197	130790	2036	118684	59665	3690	106621	53075	443604	83713	33943	52844	19640	124675	44642	14245	210774	11588	56317	2659	120794	16001	12554	124140	44083	61585	155437	81856	43176	32853	64146	121400	109157	179556	18294	269	118250	101775	247689	11963	80107	229152	53987	43294	16254	80830	138904	26892	102783	17896	59606	33332	34039	18967	5625	93608	56255	74311	47137	58308	81650	210261	1156	34927	163323	144793	39116	138379	312151	86195	57828	22265	107095	16438	118943	58007	193007	39353	61691	38202	118140	23970	77575	77485	442	73923	455350	144690	80430	50346	18101	1357	145499	140370	30487	35405	39974	63198	117962	121207	148656	56367	135512	127203	55386	62570	1951	6874	77562	280676	99358	83258	87288	92211	130449	117701	199056	7641	125451	109859	51722	164532
K02931	29658	159279	271953	4304	24535	15861	11575	354	165519	48135	77932	100588	163513	1915	38152	10346	12017	30300	32108	64088	177631	38264	25626	58353	197531	614	114913	220286	26013	151285	124274	140523	12698	92369	86412	85884	130994	27532	48584	101833	106930	45512	123241	97785	48489	126829	3514	220231	56905	74284	38694	45069	61029	686	43305	6187	100479	27195	150	241680	139970	236542	29831	423119	163636	31390	265558	106840	94024	59206	219403	354437	81284	79966	42330	61828	422	87380	7789	57663	866	770	107915	144930	89750	146780	68422	23999	35358	180444	164662	1945	62939	6482	210381	118277	112119	60186	51067	40515	62044	2774	39475	4256	135100	136526	17580	16573	2999	20194	212886	59221	131337	56129	14312	100054	87024	44542	240883	15827	28999	7675	86279	60963	27200	11620	78692	305	132408	107526	12801	33921	223674	125790	229720	134555	98776	7462	128302	23956	85900	81809	118162	125784	42687	62761	33680	272287	89955	114178	211462	26284	115687	13393	64635	176	85164	111890	8330	5951	175241	27405	107247	86786	181953	18861	178925	82343	241668	70187	61723	28598	96397	44919	35755	100449	80064	1173	115048	71744	1417	103409	37960	389287	108734	27916	39706	9030	103426	47503	10796	154841	7475	45043	1311	104319	12623	8848	78110	45912	67083	201320	88735	52689	25616	63399	146723	86783	182733	17471	221	153297	124973	239005	7902	70689	156743	42326	47707	7422	56749	144972	22912	94494	11628	52897	17411	28447	23964	3281	70398	69648	59396	45578	42406	58590	211987	724	21419	190140	186575	58210	121377	291286	92283	27091	16560	138280	15889	127022	92068	243361	46085	86027	30440	128824	15652	87905	91676	359	86633	411180	120790	122355	48436	9611	1155	122414	146833	14668	24741	33765	33591	88784	125697	144144	57410	202731	116621	23073	40906	1648	5795	67842	321311	94398	55271	103526	150673	88667	127775	146791	5665	176393	118518	31568	178793
K02933	34941	181582	377424	5785	36215	14491	16879	322	214874	69697	120676	166021	193881	2456	65628	13131	22777	49493	52697	92311	186740	66655	36383	74645	232200	823	124935	331650	26056	151393	121537	129870	20316	100858	157698	111217	126635	25773	87362	105067	135816	54556	132317	90317	50672	165223	4202	277487	95277	78355	36447	78195	103159	986	74501	7234	149058	49024	234	309757	161707	235680	46535	448519	183567	43566	290242	151043	107144	86821	227392	365442	98772	82975	45369	85953	659	91340	14427	87019	1017	922	151196	159848	100700	163430	69942	34817	62703	205308	171032	2871	55510	9567	225046	140236	134734	62730	75026	55542	91735	2972	78952	6148	140346	185524	34040	24503	3658	27339	206534	99740	158647	94068	15896	127642	101885	85654	272092	17645	43295	12777	86118	79235	31665	16774	116426	443	174737	94004	19628	48388	238772	135710	261726	141464	97639	10154	124474	26719	116211	100293	124907	146333	49149	111246	49104	256242	124636	137354	224004	28652	164874	22735	86749	255	108556	131687	12166	5998	207964	35926	135593	166635	225424	24446	184273	95968	258925	98864	72470	38321	125373	55037	40163	125748	111613	2161	153152	114832	2462	146188	60266	497725	114768	32223	44554	15979	149351	65400	13682	146299	10934	60842	2815	117959	12568	13689	141307	46477	67981	217294	118844	55382	40025	72425	194191	82460	199203	23097	269	179143	182149	281126	9216	84250	136503	60293	58478	10405	78597	210617	32665	111419	17322	75468	21630	36528	30469	4263	100249	76258	88223	79390	71533	96760	289673	851	23866	248080	203063	59018	171208	298651	92019	51223	25461	163240	16387	137671	117648	257449	61808	85489	32187	202010	24798	90189	94414	458	98340	487621	168316	142852	65019	11287	1219	178405	164807	25179	43549	38912	45023	115931	146059	165976	61016	227973	120205	44469	70938	1645	7212	94336	401036	91721	108732	106208	141550	125091	162904	159793	6674	162317	135608	43424	174759
K02935	39595	103454	127753	4741	34157	7825	8107	166	92299	28902	65892	94910	81094	3003	24169	10881	13796	35477	10456	119515	83339	25081	28622	49775	170787	343	112007	124349	6730	89857	39223	35920	8548	63723	90013	71741	89636	17328	53142	53283	35723	34255	73261	40167	36033	74860	5350	126722	41989	43315	14837	32800	40536	1576	53440	11060	50288	26379	101	104012	56985	108866	44517	184643	65794	29259	125953	78629	79382	50844	96033	136077	74892	22879	19679	50958	317	58603	5944	66251	1370	956	81341	102059	49856	34109	35114	34277	43196	60506	117519	1350	26797	21055	169580	68846	56178	49974	48505	46398	19409	1072	30287	5714	54857	87069	38191	15367	4003	9820	100033	61922	57455	30742	7069	23326	41731	36221	145391	46079	25310	6546	75443	29588	25558	23432	63224	581	60243	43212	12879	37186	80172	81991	158733	64405	56492	12948	57761	9104	58938	58022	79361	58449	19550	39987	32175	135364	46444	68984	77844	14888	60060	14138	24031	253	42267	55309	7937	5013	52528	38299	89661	70557	84643	9111	83056	66465	67734	39714	24079	18849	50463	19822	26881	53421	77751	1475	33301	57080	2834	52633	44965	213703	75278	16305	21528	18334	48301	21717	12518	67569	3979	41868	2683	196634	11746	10449	109024	21935	33830	113720	42505	26413	18473	34703	66850	69829	85561	14927	193	81545	42136	81801	6401	25260	92520	40202	25761	17800	55639	103517	18373	46440	25615	47067	22535	20566	14585	2688	86418	34766	42089	16568	48560	62041	80798	778	23488	80954	119742	20079	75490	48314	80909	37904	10740	81806	15732	50393	33658	183077	25427	43461	17840	87565	15868	36774	62643	309	34933	235335	84361	37719	42923	10548	1045	91271	52678	27177	22556	14884	36907	80911	56275	103944	21164	73409	50257	27128	43721	1119	2501	29638	160974	43110	59117	54719	74098	69466	72667	131058	4558	74177	89636	14393	125113
K02939	1927	48803	43913	335	2651	3485	480	70	7008	3312	3504	3067	34055	249	2595	5605	472	2068	3049	4539	45156	3724	3812	3728	15305	103	38745	42591	3789	31850	32937	25306	575	17056	2323	8820	20567	4715	5437	19616	4844	2222	45558	26289	16632	6952	406	43822	2137	8651	6825	1007	3693	361	247	582	6072	545	12	14042	6994	46199	1087	82484	31874	3110	46808	47441	17056	2021	58961	55733	18506	15175	2116	2581	31	16935	724	2430	67	114	6809	27350	16256	38791	15327	882	1334	44546	47499	140	12392	1516	30844	29448	18066	15985	1523	10853	4329	422	1102	411	25885	11668	1283	1339	788	1701	7079	2498	20994	4583	745	6001	6565	3060	16135	1268	4575	217	31207	5974	7545	758	5545	12	5113	16377	1639	1012	46887	31950	71022	30912	30965	382	23545	1113	11224	29862	27117	22059	3829	4532	2267	69589	6665	22666	30719	2503	13618	391	3214	18	4454	11157	1464	3588	28278	3790	3774	1646	28797	6082	48075	12554	42381	15871	4792	1384	9493	3201	13630	6988	6151	81	7932	11820	228	7026	2546	32741	64841	12492	11805	393	8091	3294	981	48029	606	1869	30	66520	2638	1176	2812	6128	8647	55534	8779	12130	2407	5952	15775	26117	63630	1203	49	45838	5614	43019	575	4895	50651	6311	2171	747	2097	15947	2735	5549	911	3212	1015	3529	1357	140	5475	5063	3525	1954	826	225	12026	59	2916	9928	34399	10510	8806	53672	23343	1589	2167	25808	4558	21894	4129	62185	5728	22056	4108	19871	622	11713	20235	45	22226	76084	5843	18280	153	700	242	9399	32529	1407	399	5903	2674	7409	9484	35657	8999	10025	23721	1062	2141	127	607	12464	91018	25458	5611	14305	25810	15188	12070	46045	417	27073	15211	6724	49358
