otu	domain	phylum	order	class	family	genus	quality
OTU_1245	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
OTU_1246	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	|99
OTU_1247	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1249	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|98
OTU_1250	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1251	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|73
OTU_1252	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1253	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
OTU_1254	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	|100
OTU_1255	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	|100
OTU_1256	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	|72
OTU_1257	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|70
OTU_1258	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|98
OTU_1260	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1261	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|99
OTU_1262	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	|88
OTU_1263	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	|100
OTU_1264	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|77
OTU_1265	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|99
OTU_1267	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|99
OTU_1268	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1269	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|96
OTU_1270	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1271	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	|100
OTU_1273	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|94
OTU_1274	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	|100
OTU_1276	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1277	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|75
OTU_1278	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|97
OTU_1280	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
OTU_1281	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
OTU_1282	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|79
OTU_1283	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1285	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|80
OTU_1286	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_1287	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|97
OTU_1288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|94
OTU_1289	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	|77
OTU_1290	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|84
OTU_1291	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|72
OTU_1292	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Incertae_Sedis	|100
OTU_1293	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified	unclassified	|100
OTU_1294	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|90
OTU_1295	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|93
OTU_1296	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1297	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	|79
OTU_1298	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	|99
OTU_1299	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|99
OTU_1300	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|98
OTU_1301	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1302	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	|99
OTU_1303	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|98
OTU_1304	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1305	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	|73
OTU_1306	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|95
OTU_1308	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|97
OTU_1309	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	|100
OTU_1310	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	|100
OTU_1311	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unclassified	|86
OTU_1312	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|99
OTU_1314	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	|100
OTU_1315	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	|97
OTU_1316	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|99
OTU_1317	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|76
OTU_1318	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1320	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|87
OTU_1323	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|100
OTU_1324	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|99
OTU_1325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|97
OTU_1326	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	|100
OTU_1328	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_1329	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	|96
OTU_1330	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
OTU_1331	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|100
OTU_1332	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_1333	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1334	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1335	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|86
OTU_1336	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	|99
OTU_1337	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|85
OTU_1338	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1339	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	|70
OTU_1340	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|93
OTU_1341	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
OTU_1342	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tissierella	|100
OTU_1344	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	|86
OTU_1345	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|84
OTU_1346	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|100
OTU_1348	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|97
OTU_1349	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|96
OTU_1350	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|83
OTU_1351	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|82
OTU_1352	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	|97
OTU_1353	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|100
OTU_1354	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	|100
OTU_1355	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1356	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|99
OTU_1357	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|99
OTU_1358	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	|100
OTU_1359	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|100
OTU_1361	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|97
OTU_1362	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis	|93
OTU_1363	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	|100
OTU_1364	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	|100
OTU_1366	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|79
OTU_1367	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1368	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|100
OTU_1369	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|100
OTU_1371	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1372	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	unclassified	unclassified	|100
OTU_1373	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|80
OTU_1375	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_1376	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	unclassified	|92
OTU_1377	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|83
OTU_1378	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	|96
OTU_1379	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	|90
OTU_1380	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	|83
OTU_1381	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|91
OTU_1382	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	|100
OTU_1383	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|97
OTU_1385	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|99
OTU_1387	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	|89
OTU_1388	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|80
OTU_1389	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1390	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1391	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1392	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|90
OTU_1393	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|90
OTU_1394	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|74
OTU_1395	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1396	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|99
OTU_1397	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|77
OTU_1398	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	|100
OTU_1399	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	|96
OTU_1400	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1404	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|77
OTU_1405	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	|98
OTU_1406	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|89
OTU_1407	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|98
OTU_1408	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|96
OTU_1409	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|99
OTU_1410	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	|100
OTU_1411	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|98
OTU_1412	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|74
OTU_1413	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|97
OTU_1414	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1415	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|95
OTU_1416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|89
OTU_1417	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|92
OTU_1418	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1419	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	|89
OTU_1420	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|91
OTU_1421	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1422	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1423	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	|88
OTU_1424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|99
OTU_1425	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1426	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|86
OTU_1427	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	|87
OTU_1428	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	|100
OTU_1430	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|92
OTU_1431	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_1432	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|87
OTU_1433	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1434	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|89
OTU_1435	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
OTU_1436	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1437	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1438	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1439	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified	|100
OTU_1440	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	|100
OTU_1441	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1442	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	|100
OTU_1443	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|100
OTU_1444	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
OTU_1445	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	|100
OTU_1446	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|94
OTU_1447	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|97
OTU_1448	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|100
OTU_1449	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Actimicrobium	|71
OTU_1450	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_1451	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|97
OTU_1452	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|96
OTU_1453	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified	|96
OTU_1454	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|99
OTU_1456	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	|80
OTU_1457	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|99
OTU_1458	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	unclassified	|79
OTU_1459	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|99
OTU_1460	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|97
OTU_1461	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified	|89
OTU_1462	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	|81
OTU_1463	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|76
OTU_1464	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	|88
OTU_1465	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	|73
OTU_1467	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1468	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	|100
OTU_1469	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
OTU_1471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|100
OTU_1472	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1473	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1474	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|73
OTU_1475	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1476	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|99
OTU_1477	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	|94
OTU_1478	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|95
OTU_1479	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1480	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|76
OTU_1481	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|97
OTU_1482	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1483	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1484	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	|100
OTU_1485	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|70
OTU_1486	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|100
OTU_1487	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
OTU_1488	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|70
OTU_1489	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|74
OTU_1490	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|88
OTU_1491	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	|100
OTU_1492	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1493	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|100
OTU_1494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_1495	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	unclassified	|99
OTU_1496	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	|89
OTU_1497	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|81
OTU_1498	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|98
OTU_1499	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|88
OTU_1500	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1502	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cedecea	|90
OTU_1503	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1504	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|98
OTU_1505	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	possible_genus_Sk018	|71
OTU_1506	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1507	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	|96
OTU_1509	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|98
OTU_1510	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|96
OTU_1511	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	unclassified	|100
OTU_1513	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1514	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1515	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1517	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|97
OTU_1518	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|90
OTU_1519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	|100
OTU_1520	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|92
OTU_1521	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|92
OTU_1522	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	|71
OTU_1523	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_1524	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|93
OTU_1525	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	|100
OTU_1526	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1527	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	|94
OTU_1528	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1529	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
