gene	status
CALR	validated
CAMTA1	validated
CARD11	validated
CARS1	validated
CASP3	validated
CASP8	validated
CASP9	validated
CBFA2T3	validated
CBFB	validated
CBL	validated
CBLB	validated
CBLC	validated
CCDC6	validated
CCNB1IP1	validated
CCNC	validated
CCND1	validated
CCND2	validated
CCND3	validated
CCNE1	validated
CCR4	validated
CCR7	validated
CD209	validated
CD274	validated
CD28	validated
CD74	validated
CD79A	validated
CD79B	validated
CDC73	validated
CDH1	validated
CDH10	validated
CDH11	validated
CDH17	validated
CDK12	validated
CDK4	validated
CDK6	validated
CDKN1A	validated
CDKN1B	validated
CDKN2A	validated
CDKN2C	validated
CDX2	validated
CEBPA	validated
CHD2	validated
CHD4	validated
CHEK2	validated
CHST11	validated
CIC	validated
CIITA	validated
CLTC	validated
CLTCL1	validated
CNBD1	validated
CNBP	validated
CNOT3	validated
COL2A1	validated
CPEB3	validated
CREB1	validated
CREB3L1	validated
CREB3L2	validated
CREBBP	validated
CRLF2	validated
CRNKL1	validated
CRTC1	validated
CSF1R	validated
CSF3R	validated
CTCF	validated
CTNNA2	validated
CTNNB1	validated
CTNND1	validated
CTNND2	validated
CUL3	validated
CUX1	validated
CXCR4	validated
CYLD	validated
CYP2C8	validated
CYSLTR2	validated
DAXX	validated
DCAF12L2	validated
DCC	validated
DDB2	validated
DDIT3	validated
DDR2	validated
DDX10	validated
DDX3X	validated
DDX5	validated
DDX6	validated
DEK	validated
DGCR8	validated
DICER1	validated
DNM2	validated
DNMT1	validated
DNMT3A	validated
DROSHA	validated
EBF1	validated
ECT2L	validated
EED	validated
EGFR	validated
EIF1AX	validated
EIF3E	validated
ELF3	validated
ELF4	validated
ELK4	validated
ELL	validated
EP300	validated
EPAS1	validated
EPHA3	validated
EPHA7	validated
EPS15	validated
ERBB2	validated
ERBB3	validated
ERBB4	validated
ERCC2	validated
ERCC3	validated
ERCC4	validated
ERCC5	validated
ERG	validated
ESR1	validated
ETNK1	validated
ETV1	validated
ETV4	validated
ETV5	validated
ETV6	validated
EWSR1	validated
EXT1	validated
EXT2	validated
EZH2	validated
FAM135B	validated
FAM47C	validated
FANCA	validated
FANCC	validated
FANCD2	validated
FANCE	validated
FANCF	validated
FANCG	validated
FAS	validated
FAT1	validated
FAT3	validated
FAT4	validated
FBLN2	validated
FBXO11	validated
FBXW7	validated
FCGR2B	validated
FCRL4	validated
FEN1	validated
FES	validated
FEV	validated
FGFR1	validated
FGFR2	validated
FGFR3	validated
FGFR4	validated
FH	validated
FHIT	validated
FKBP9	validated
FLCN	validated
FLI1	validated
FLNA	validated
FLT3	validated
FLT4	validated
FOXA1	validated
FOXL2	validated
FOXO1	validated
FOXO3	validated
FOXO4	validated
FOXP1	validated
FOXR1	validated
FSTL3	validated
FUBP1	validated
FUS	validated
GATA1	validated
GATA2	validated
GATA3	validated
GLI1	validated
GNA11	validated
GNAQ	validated
GNAS	validated
GPC3	validated
GPC5	validated
GRIN2A	validated
GRM3	validated
H3-3A	validated
H3-3B	validated
H3C2	validated
HEY1	validated
HIF1A	validated
HIP1	validated
HLF	validated
HMGA1	validated
HMGA2	validated
HNF1A	validated
HNRNPA2B1	validated
HOXA11	validated
HOXA13	validated
HOXA9	validated
HOXC11	validated
HOXC13	validated
HOXD11	validated
HOXD13	validated
HRAS	validated
ID3	validated
IDH1	validated
IDH2	validated
IGF2BP2	validated
IKBKB	validated
IKZF1	validated
IL6ST	validated
IL7R	validated
IRF4	validated
IRS4	validated
ISX	validated
ITGAV	validated
JAK1	validated
JAK2	validated
JAK3	validated
JUN	validated
KAT6A	validated
KAT6B	validated
KAT7	validated
KCNJ5	validated
KDM5A	validated
KDM5C	validated
KDM6A	validated
KDR	validated
KEAP1	validated
KIT	validated
KLF4	validated
KLF6	validated
KMT2A	validated
KMT2C	validated
KMT2D	validated
KNL1	validated
KNSTRN	validated
KRAS	validated
LARP4B	validated
LATS1	validated
LATS2	validated
LCK	validated
LEF1	validated
LEPROTL1	validated
LMO1	validated
LMO2	validated
LPP	validated
LRIG3	validated
LRP1B	validated
LYL1	validated
LZTR1	validated
MACC1	validated
MAF	validated
MAFB	validated
MALT1	validated
MAML2	validated
MAP2K1	validated
MAP2K2	validated
MAP2K4	validated
MAP3K1	validated
MAP3K13	validated
MAPK1	validated
MAX	validated
MDM2	validated
MDM4	validated
MECOM	validated
MED12	validated
MEN1	validated
MET	validated
MGMT	validated
MITF	validated
MLF1	validated
MLH1	validated
MLLT10	validated
MN1	validated
MPL	validated
MRTFA	validated
MSH2	validated
MSH6	validated
MSI2	validated
MTCP1	validated
MTOR	validated
MUTYH	validated
MYB	validated
MYC	validated
MYCL	validated
MYCN	validated
MYD88	validated
MYH9	validated
MYOD1	validated
N4BP2	validated
NAB2	validated
NBEA	validated
NBN	validated
NCOA2	validated
NCOA4	validated
NCOR1	validated
NCOR2	validated
NDRG1	validated
NF1	validated
NF2	validated
NFATC2	validated
NFE2L2	validated
NFKB2	validated
NFKBIE	validated
NKX2-1	validated
NOTCH1	validated
NOTCH2	validated
NPM1	validated
NR4A3	validated
NRAS	validated
NRG1	validated
NSD2	validated
NSD3	validated
NT5C2	validated
NTHL1	validated
NTRK1	validated
NTRK3	validated
NUP98	validated
NUTM1	validated
OLIG2	validated
P2RY8	validated
PABPC1	validated
PALB2	validated
PATZ1	validated
PAX3	validated
PAX5	validated
PBRM1	validated
PBX1	validated
PCBP1	validated
PDCD1LG2	validated
PDGFB	validated
PDGFRA	validated
PDGFRB	validated
PER1	validated
PHF6	validated
PHOX2B	validated
PIK3CA	validated
PIK3CB	validated
PIK3R1	validated
PIK3R2	validated
PIM1	validated
PLAG1	validated
PLCG1	validated
PML	validated
PMS1	validated
PMS2	validated
POLD1	validated
POLE	validated
POLG	validated
POLQ	validated
POT1	validated
POU2AF1	validated
POU5F1	validated
PPARG	validated
PPM1D	validated
PPP2R1A	validated
PPP6C	validated
PRDM1	validated
PRDM16	validated
PRDM2	validated
PREX2	validated
PRF1	validated
PRKACA	validated
PRKAR1A	validated
PRKCB	validated
PRPF40B	validated
PSIP1	validated
PTCH1	validated
PTEN	validated
PTK6	validated
PTPN11	validated
PTPN13	validated
PTPN6	validated
PTPRB	validated
PTPRC	validated
PTPRD	validated
PTPRK	validated
PTPRT	validated
QKI	validated
RAC1	validated
RAD17	validated
RAD21	validated
RAD51B	validated
RAF1	validated
RANBP2	validated
RAP1GDS1	validated
RARA	validated
RB1	validated
RBM10	validated
RECQL4	validated
REL	validated
RET	validated
RFWD3	validated
RGPD3	validated
RGS7	validated
RHOA	validated
RHOH	validated
RIT1	validated
RMI2	validated
RNF43	validated
ROBO2	validated
ROS1	validated
RPL10	validated
RPL22	validated
RPL5	validated
RSPO2	validated
RSPO3	validated
RUNX1	validated
RUNX1T1	validated
S100A7	validated
SALL4	validated
SBDS	validated
SDHA	validated
SDHAF2	validated
SDHB	validated
SDHC	validated
SDHD	validated
SET	validated
SETBP1	validated
SETD1B	validated
SETD2	validated
SETDB1	validated
SF3B1	validated
SFPQ	validated
SFRP4	validated
SGK1	validated
SH2B3	validated
SH3GL1	validated
SIRPA	validated
SIX1	validated
SIX2	validated
SKI	validated
SLC34A2	validated
SMAD2	validated
SMAD3	validated
SMAD4	validated
SMARCA4	validated
SMARCB1	validated
SMARCD1	validated
SMARCE1	validated
SMC1A	validated
SMO	validated
SND1	validated
SOCS1	validated
SOX2	validated
SOX21	validated
SOX9	validated
SPEN	validated
SPOP	validated
SRC	validated
SRSF2	validated
SRSF3	validated
SSX1	validated
SSX2	validated
SSX4	validated
STAG1	validated
STAG2	validated
STAT3	validated
STAT5B	validated
STAT6	validated
STIL	validated
STK11	validated
SUFU	validated
SUZ12	validated
SYK	validated
TAF15	validated
TAL1	validated
TAL2	validated
TBL1XR1	validated
TBX3	validated
TCF3	validated
TCF7L2	validated
TCL1A	validated
TEC	validated
TENT5C	validated
TERT	validated
TET1	validated
TET2	validated
TFE3	validated
TFEB	validated
TGFBR2	validated
TLX1	validated
TLX3	validated
TMEM127	validated
TNC	validated
TNFAIP3	validated
TNFRSF14	validated
TNFRSF17	validated
TP53	validated
TP63	validated
TPM3	validated
TRAF7	validated
TRIM24	validated
TRIM27	validated
TRIM33	validated
TRRAP	validated
TSC1	validated
TSC2	validated
TSHR	validated
U2AF1	validated
UBR5	validated
USP44	validated
USP6	validated
USP8	validated
VAV1	validated
VHL	validated
WAS	validated
WIF1	validated
WNK2	validated
WRN	validated
WT1	validated
WWTR1	validated
XPA	validated
XPC	validated
XPO1	validated
YWHAE	validated
ZBTB16	validated
ZEB1	validated
ZFHX3	validated
ZMYM3	validated
ZNF331	validated
ZNF429	validated
ZNF479	validated
ZNF521	validated
ZNRF3	validated
ZRSR2	validated
