Gene stable ID version	Gene stable ID	HGNC symbol	HGNC ID	Gene name	Gene description
ENSG00000099139.15	ENSG00000099139	PCSK5	HGNC:8747	PCSK5	proprotein convertase subtilisin/kexin type 5 
ENSG00000099194.7	ENSG00000099194	SCD	HGNC:10571	SCD	stearoyl-CoA desaturase 
ENSG00000099203.8	ENSG00000099203	TMED1	HGNC:17291	TMED1	transmembrane p24 trafficking protein 1 
ENSG00000099204.23	ENSG00000099204	ABLIM1	HGNC:78	ABLIM1	actin binding LIM protein 1 
ENSG00000099219.16	ENSG00000099219	ERMP1	HGNC:23703	ERMP1	endoplasmic reticulum metallopeptidase 1 
ENSG00000099246.20	ENSG00000099246	RAB18	HGNC:14244	RAB18	"RAB18, member RAS oncogene family "
ENSG00000099250.19	ENSG00000099250	NRP1	HGNC:8004	NRP1	neuropilin 1 
ENSG00000099251.15	ENSG00000099251	HSD17B7P2	HGNC:28120	HSD17B7P2	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 
ENSG00000099256.20	ENSG00000099256	PRTFDC1	HGNC:23333	PRTFDC1	phosphoribosyl transferase domain containing 1 
ENSG00000099260.13	ENSG00000099260	PALMD	HGNC:15846	PALMD	palmdelphin 
ENSG00000099282.11	ENSG00000099282	TSPAN15	HGNC:23298	TSPAN15	tetraspanin 15 
ENSG00000099284.15	ENSG00000099284	MACROH2A2	HGNC:14453	MACROH2A2	macroH2A.2 histone 
ENSG00000099290.18	ENSG00000099290	WASHC2A	HGNC:23416	WASHC2A	WASH complex subunit 2A 
ENSG00000099308.14	ENSG00000099308	MAST3	HGNC:19036	MAST3	microtubule associated serine/threonine kinase 3 
ENSG00000099326.10	ENSG00000099326	MZF1	HGNC:13108	MZF1	myeloid zinc finger 1 
ENSG00000099330.10	ENSG00000099330	OCEL1	HGNC:26221	OCEL1	occludin/ELL domain containing 1 
ENSG00000099331.15	ENSG00000099331	MYO9B	HGNC:7609	MYO9B	myosin IXB 
ENSG00000099337.6	ENSG00000099337	KCNK6	HGNC:6281	KCNK6	potassium two pore domain channel subfamily K member 6 
ENSG00000099338.23	ENSG00000099338	CATSPERG	HGNC:25243	CATSPERG	cation channel sperm associated auxiliary subunit gamma 
ENSG00000099341.13	ENSG00000099341	PSMD8	HGNC:9566	PSMD8	"proteasome 26S subunit, non-ATPase 8 "
ENSG00000099364.18	ENSG00000099364	FBXL19	HGNC:25300	FBXL19	F-box and leucine rich repeat protein 19 
ENSG00000099365.12	ENSG00000099365	STX1B	HGNC:18539	STX1B	syntaxin 1B 
ENSG00000099377.15	ENSG00000099377	HSD3B7	HGNC:18324	HSD3B7	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 "
ENSG00000099381.20	ENSG00000099381	SETD1A	HGNC:29010	SETD1A	"SET domain containing 1A, histone lysine methyltransferase "
ENSG00000099385.13	ENSG00000099385	BCL7C	HGNC:1006	BCL7C	BAF chromatin remodeling complex subunit BCL7C 
ENSG00000099622.15	ENSG00000099622	CIRBP	HGNC:1982	CIRBP	cold inducible RNA binding protein 
ENSG00000099624.9	ENSG00000099624	ATP5F1D	HGNC:837	ATP5F1D	ATP synthase F1 subunit delta 
ENSG00000099625.15	ENSG00000099625	CBARP	HGNC:28617	CBARP	CACN subunit beta associated regulatory protein 
ENSG00000099769.7	ENSG00000099769	IGFALS	HGNC:5468	IGFALS	insulin like growth factor binding protein acid labile subunit 
ENSG00000099783.14	ENSG00000099783	HNRNPM	HGNC:5046	HNRNPM	heterogeneous nuclear ribonucleoprotein M 
ENSG00000099785.12	ENSG00000099785	MARCHF2	HGNC:28038	MARCHF2	membrane associated ring-CH-type finger 2 
ENSG00000099795.8	ENSG00000099795	NDUFB7	HGNC:7702	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7 
ENSG00000099797.16	ENSG00000099797	TECR	HGNC:4551	TECR	"trans-2,3-enoyl-CoA reductase "
ENSG00000099800.9	ENSG00000099800	TIMM13	HGNC:11816	TIMM13	translocase of inner mitochondrial membrane 13 
ENSG00000099804.10	ENSG00000099804	CDC34	HGNC:1734	CDC34	"cell division cycle 34, ubiquitin conjugating enzyme "
ENSG00000099810.22	ENSG00000099810	MTAP	HGNC:7413	MTAP	methylthioadenosine phosphorylase 
ENSG00000099812.10	ENSG00000099812	MISP	HGNC:27000	MISP	mitotic spindle positioning 
ENSG00000099814.18	ENSG00000099814	CEP170B	HGNC:20362	CEP170B	centrosomal protein 170B 
ENSG00000099817.13	ENSG00000099817	POLR2E	HGNC:9192	POLR2E	"RNA polymerase II, I and III subunit E "
ENSG00000099821.15	ENSG00000099821	POLRMT	HGNC:9200	POLRMT	RNA polymerase mitochondrial 
ENSG00000099822.3	ENSG00000099822	HCN2	HGNC:4846	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 
ENSG00000099840.14	ENSG00000099840	IZUMO4	HGNC:26950	IZUMO4	IZUMO family member 4 
ENSG00000099849.16	ENSG00000099849	RASSF7	HGNC:1166	RASSF7	Ras association domain family member 7 
ENSG00000099860.11	ENSG00000099860	GADD45B	HGNC:4096	GADD45B	growth arrest and DNA damage inducible beta 
ENSG00000099864.19	ENSG00000099864	PALM	HGNC:8594	PALM	paralemmin 
ENSG00000099866.17	ENSG00000099866	MADCAM1	HGNC:6765	MADCAM1	mucosal vascular addressin cell adhesion molecule 1 
ENSG00000099869.8	ENSG00000099869	IGF2-AS	HGNC:14062	IGF2-AS	IGF2 antisense RNA 
ENSG00000099875.17	ENSG00000099875	MKNK2	HGNC:7111	MKNK2	MAPK interacting serine/threonine kinase 2 
ENSG00000099889.15	ENSG00000099889	ARVCF	HGNC:728	ARVCF	ARVCF delta catenin family member 
ENSG00000099899.17	ENSG00000099899	TRMT2A	HGNC:24974	TRMT2A	tRNA methyltransferase 2 homolog A 
ENSG00000099901.19	ENSG00000099901	RANBP1	HGNC:9847	RANBP1	RAN binding protein 1 
ENSG00000099904.17	ENSG00000099904	ZDHHC8	HGNC:18474	ZDHHC8	zinc finger DHHC-type palmitoyltransferase 8 
ENSG00000099910.18	ENSG00000099910	KLHL22	HGNC:25888	KLHL22	kelch like family member 22 
ENSG00000099917.18	ENSG00000099917	MED15	HGNC:14248	MED15	mediator complex subunit 15 
ENSG00000099940.13	ENSG00000099940	SNAP29	HGNC:11133	SNAP29	synaptosome associated protein 29 
ENSG00000099942.14	ENSG00000099942	CRKL	HGNC:2363	CRKL	"CRK like proto-oncogene, adaptor protein "
ENSG00000099949.23	ENSG00000099949	LZTR1	HGNC:6742	LZTR1	leucine zipper like post translational regulator 1 
ENSG00000099953.11	ENSG00000099953	MMP11	HGNC:7157	MMP11	matrix metallopeptidase 11 
ENSG00000099954.20	ENSG00000099954	CECR2	HGNC:1840	CECR2	CECR2 histone acetyl-lysine reader 
ENSG00000099956.21	ENSG00000099956	SMARCB1	HGNC:11103	SMARCB1	SWI/SNF related BAF chromatin remodeling complex subunit B1 
ENSG00000099957.18	ENSG00000099957	P2RX6	HGNC:8538	P2RX6	purinergic receptor P2X 6 
ENSG00000099958.16	ENSG00000099958	DERL3	HGNC:14236	DERL3	derlin 3 
ENSG00000099960.14	ENSG00000099960	SLC7A4	HGNC:11062	SLC7A4	solute carrier family 7 member 4 
ENSG00000099968.20	ENSG00000099968	BCL2L13	HGNC:17164	BCL2L13	BCL2 like 13 
ENSG00000099974.9	ENSG00000099974	DDTL	HGNC:33446	DDTL	D-dopachrome tautomerase like 
ENSG00000099977.17	ENSG00000099977	DDT	HGNC:2732	DDT	D-dopachrome tautomerase 
ENSG00000099985.4	ENSG00000099985	OSM	HGNC:8506	OSM	oncostatin M 
ENSG00000099991.19	ENSG00000099991	CABIN1	HGNC:24187	CABIN1	calcineurin binding protein 1 
ENSG00000099992.17	ENSG00000099992	TBC1D10A	HGNC:23609	TBC1D10A	TBC1 domain family member 10A 
ENSG00000099994.12	ENSG00000099994	SUSD2	HGNC:30667	SUSD2	sushi domain containing 2 
ENSG00000099995.20	ENSG00000099995	SF3A1	HGNC:10765	SF3A1	splicing factor 3a subunit 1 
ENSG00000099998.20	ENSG00000099998	GGT5	HGNC:4260	GGT5	gamma-glutamyltransferase 5 
ENSG00000099999.16	ENSG00000099999	RNF215	HGNC:33434	RNF215	ring finger protein 215 
ENSG00000100003.18	ENSG00000100003	SEC14L2	HGNC:10699	SEC14L2	SEC14 like lipid binding 2 
ENSG00000100014.21	ENSG00000100014	SPECC1L	HGNC:29022	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like 
ENSG00000100023.20	ENSG00000100023	PPIL2	HGNC:9261	PPIL2	peptidylprolyl isomerase like 2 
ENSG00000100024.16	ENSG00000100024	UPB1	HGNC:16297	UPB1	beta-ureidopropionase 1 
ENSG00000100027.17	ENSG00000100027	YPEL1	HGNC:12845	YPEL1	yippee like 1 
ENSG00000100028.13	ENSG00000100028	SNRPD3	HGNC:11160	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide 
ENSG00000100029.19	ENSG00000100029	PES1	HGNC:8848	PES1	pescadillo ribosomal biogenesis factor 1 
ENSG00000100030.16	ENSG00000100030	MAPK1	HGNC:6871	MAPK1	mitogen-activated protein kinase 1 
ENSG00000100031.20	ENSG00000100031	GGT1	HGNC:4250	GGT1	gamma-glutamyltransferase 1 
ENSG00000100033.18	ENSG00000100033	PRODH	HGNC:9453	PRODH	proline dehydrogenase 1 
ENSG00000100034.14	ENSG00000100034	PPM1F	HGNC:19388	PPM1F	"protein phosphatase, Mg2+/Mn2+ dependent 1F "
ENSG00000100036.13	ENSG00000100036	SLC35E4	HGNC:17058	SLC35E4	solute carrier family 35 member E4 
ENSG00000100038.21	ENSG00000100038	TOP3B	HGNC:11993	TOP3B	DNA topoisomerase III beta 
ENSG00000100053.10	ENSG00000100053	CRYBB3	HGNC:2400	CRYBB3	crystallin beta B3 
ENSG00000100055.22	ENSG00000100055	CYTH4	HGNC:9505	CYTH4	cytohesin 4 
ENSG00000100056.13	ENSG00000100056	ESS2	HGNC:16817	ESS2	ess-2 splicing factor homolog 
ENSG00000100058.15	ENSG00000100058	CRYBB2P1	HGNC:2399	CRYBB2P1	crystallin beta B2 pseudogene 1 
ENSG00000100060.19	ENSG00000100060	MFNG	HGNC:7038	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 
ENSG00000100065.16	ENSG00000100065	CARD10	HGNC:16422	CARD10	caspase recruitment domain family member 10 
ENSG00000100068.15	ENSG00000100068	LRP5L	HGNC:25323	LRP5L	LDL receptor related protein 5 like (pseudogene) 
ENSG00000100075.11	ENSG00000100075	SLC25A1	HGNC:10979	SLC25A1	solute carrier family 25 member 1 
ENSG00000100077.17	ENSG00000100077	GRK3	HGNC:290	GRK3	G protein-coupled receptor kinase 3 
ENSG00000100078.5	ENSG00000100078	PLA2G3	HGNC:17934	PLA2G3	phospholipase A2 group III 
ENSG00000100079.7	ENSG00000100079	LGALS2	HGNC:6562	LGALS2	galectin 2 
ENSG00000100083.21	ENSG00000100083	GGA1	HGNC:17842	GGA1	"golgi associated, gamma adaptin ear containing, ARF binding protein 1 "
ENSG00000100084.15	ENSG00000100084	HIRA	HGNC:4916	HIRA	histone cell cycle regulator 
ENSG00000100092.25	ENSG00000100092	SH3BP1	HGNC:10824	SH3BP1	SH3 domain binding protein 1 
ENSG00000100095.20	ENSG00000100095	SEZ6L	HGNC:10763	SEZ6L	seizure related 6 homolog like 
ENSG00000100097.13	ENSG00000100097	LGALS1	HGNC:6561	LGALS1	galectin 1 
ENSG00000100099.23	ENSG00000100099	HPS4	HGNC:15844	HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 
ENSG00000100100.15	ENSG00000100100	PIK3IP1	HGNC:24942	PIK3IP1	phosphoinositide-3-kinase interacting protein 1 
ENSG00000100104.14	ENSG00000100104	SRRD	HGNC:33910	SRRD	SRR1 domain containing 
ENSG00000100105.19	ENSG00000100105	PATZ1	HGNC:13071	PATZ1	POZ/BTB and AT hook containing zinc finger 1 
ENSG00000100106.22	ENSG00000100106	TRIOBP	HGNC:17009	TRIOBP	TRIO and F-actin binding protein 
ENSG00000100109.18	ENSG00000100109	TFIP11	HGNC:17165	TFIP11	tuftelin interacting protein 11 
ENSG00000100116.18	ENSG00000100116	GCAT	HGNC:4188	GCAT	glycine C-acetyltransferase 
ENSG00000100122.8	ENSG00000100122	CRYBB1	HGNC:2397	CRYBB1	crystallin beta B1 
ENSG00000100124.16	ENSG00000100124	ANKRD54	HGNC:25185	ANKRD54	ankyrin repeat domain 54 
ENSG00000100129.18	ENSG00000100129	EIF3L	HGNC:18138	EIF3L	eukaryotic translation initiation factor 3 subunit L 
ENSG00000100138.15	ENSG00000100138	SNU13	HGNC:7819	SNU13	small nuclear ribonucleoprotein 13 
ENSG00000100139.15	ENSG00000100139	MICALL1	HGNC:29804	MICALL1	MICAL like 1 
ENSG00000100142.17	ENSG00000100142	POLR2F	HGNC:9193	POLR2F	"RNA polymerase II, I and III subunit F "
ENSG00000100147.16	ENSG00000100147	CCDC134	HGNC:26185	CCDC134	coiled-coil domain containing 134 
ENSG00000100150.21	ENSG00000100150	DEPDC5	HGNC:18423	DEPDC5	"DEP domain containing 5, GATOR1 subcomplex subunit "
ENSG00000100151.17	ENSG00000100151	PICK1	HGNC:9394	PICK1	protein interacting with PRKCA 1 
ENSG00000100154.15	ENSG00000100154	TTC28	HGNC:29179	TTC28	tetratricopeptide repeat domain 28 
ENSG00000100156.13	ENSG00000100156	SLC16A8	HGNC:16270	SLC16A8	solute carrier family 16 member 8 
ENSG00000100162.17	ENSG00000100162	CENPM	HGNC:18352	CENPM	centromere protein M 
ENSG00000100167.21	ENSG00000100167	SEPTIN3	HGNC:10750	SEPTIN3	septin 3 
ENSG00000100170.11	ENSG00000100170	SLC5A1	HGNC:11036	SLC5A1	solute carrier family 5 member 1 
ENSG00000100181.23	ENSG00000100181	TPTEP1	HGNC:43648	TPTEP1	TPTE pseudogene 1 
ENSG00000100191.6	ENSG00000100191	SLC5A4	HGNC:11039	SLC5A4	solute carrier family 5 member 4 
ENSG00000100196.12	ENSG00000100196	KDELR3	HGNC:6306	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3 
ENSG00000100197.24	ENSG00000100197	CYP2D6	HGNC:2625	CYP2D6	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene) 
ENSG00000100201.23	ENSG00000100201	DDX17	HGNC:2740	DDX17	DEAD-box helicase 17 
ENSG00000100206.12	ENSG00000100206	DMC1	HGNC:2927	DMC1	DNA meiotic recombinase 1 
ENSG00000100207.21	ENSG00000100207	TCF20	HGNC:11631	TCF20	transcription factor 20 
ENSG00000100209.12	ENSG00000100209	HSCB	HGNC:28913	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone 
ENSG00000100211.13	ENSG00000100211	CBY1	HGNC:1307	CBY1	"chibby 1, beta catenin antagonist "
ENSG00000100216.7	ENSG00000100216	TOMM22	HGNC:18002	TOMM22	translocase of outer mitochondrial membrane 22 
ENSG00000100218.12	ENSG00000100218	RSPH14	HGNC:13437	RSPH14	radial spoke head 14 homolog 
ENSG00000100220.13	ENSG00000100220	RTCB	HGNC:26935	RTCB	"RNA 2',3'-cyclic phosphate and 5'-OH ligase "
ENSG00000100221.12	ENSG00000100221	JOSD1	HGNC:28953	JOSD1	Josephin domain containing 1 
ENSG00000100225.19	ENSG00000100225	FBXO7	HGNC:13586	FBXO7	F-box protein 7 
ENSG00000100226.17	ENSG00000100226	GTPBP1	HGNC:4669	GTPBP1	GTP binding protein 1 
ENSG00000100227.20	ENSG00000100227	POLDIP3	HGNC:23782	POLDIP3	DNA polymerase delta interacting protein 3 
ENSG00000100228.15	ENSG00000100228	RAB36	HGNC:9775	RAB36	"RAB36, member RAS oncogene family "
ENSG00000100234.13	ENSG00000100234	TIMP3	HGNC:11822	TIMP3	TIMP metallopeptidase inhibitor 3 
ENSG00000100239.17	ENSG00000100239	PPP6R2	HGNC:19253	PPP6R2	protein phosphatase 6 regulatory subunit 2 
ENSG00000100241.23	ENSG00000100241	SBF1	HGNC:10542	SBF1	SET binding factor 1 
ENSG00000100242.17	ENSG00000100242	SUN2	HGNC:14210	SUN2	Sad1 and UNC84 domain containing 2 
ENSG00000100243.23	ENSG00000100243	CYB5R3	HGNC:2873	CYB5R3	cytochrome b5 reductase 3 
ENSG00000100246.14	ENSG00000100246	DNAL4	HGNC:2955	DNAL4	dynein axonemal light chain 4 
ENSG00000100258.19	ENSG00000100258	LMF2	HGNC:25096	LMF2	lipase maturation factor 2 
ENSG00000100263.15	ENSG00000100263	RHBDD3	HGNC:1308	RHBDD3	rhomboid domain containing 3 
ENSG00000100266.20	ENSG00000100266	PACSIN2	HGNC:8571	PACSIN2	protein kinase C and casein kinase substrate in neurons 2 
ENSG00000100271.18	ENSG00000100271	TTLL1	HGNC:1312	TTLL1	TTL family tubulin polyglutamylase complex subunit L1 
ENSG00000100276.11	ENSG00000100276	RASL10A	HGNC:16954	RASL10A	RAS like family 10 member A 
ENSG00000100280.18	ENSG00000100280	AP1B1	HGNC:554	AP1B1	adaptor related protein complex 1 subunit beta 1 
ENSG00000100281.15	ENSG00000100281	HMGXB4	HGNC:5003	HMGXB4	HMG-box containing 4 
ENSG00000100284.23	ENSG00000100284	TOM1	HGNC:11982	TOM1	target of myb1 membrane trafficking protein 
ENSG00000100285.10	ENSG00000100285	NEFH	HGNC:7737	NEFH	neurofilament heavy chain 
ENSG00000100288.21	ENSG00000100288	CHKB	HGNC:1938	CHKB	choline kinase beta 
ENSG00000100290.4	ENSG00000100290	BIK	HGNC:1051	BIK	BCL2 interacting killer 
ENSG00000100292.18	ENSG00000100292	HMOX1	HGNC:5013	HMOX1	heme oxygenase 1 
ENSG00000100294.14	ENSG00000100294	MCAT	HGNC:29622	MCAT	malonyl-CoA-acyl carrier protein transacylase 
ENSG00000100296.15	ENSG00000100296	THOC5	HGNC:19074	THOC5	THO complex subunit 5 
ENSG00000100297.17	ENSG00000100297	MCM5	HGNC:6948	MCM5	minichromosome maintenance complex component 5 
ENSG00000100298.16	ENSG00000100298	APOBEC3H	HGNC:24100	APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H 
ENSG00000100299.19	ENSG00000100299	ARSA	HGNC:713	ARSA	arylsulfatase A 
ENSG00000100300.19	ENSG00000100300	TSPO	HGNC:1158	TSPO	translocator protein 
ENSG00000100302.8	ENSG00000100302	RASD2	HGNC:18229	RASD2	RASD family member 2 
ENSG00000100304.13	ENSG00000100304	TTLL12	HGNC:28974	TTLL12	tubulin tyrosine ligase like 12 
ENSG00000100307.14	ENSG00000100307	CBX7	HGNC:1557	CBX7	chromobox 7 
ENSG00000100311.18	ENSG00000100311	PDGFB	HGNC:8800	PDGFB	platelet derived growth factor subunit B 
ENSG00000100312.11	ENSG00000100312	ACR	HGNC:126	ACR	acrosin 
ENSG00000100314.5	ENSG00000100314	CABP7	HGNC:20834	CABP7	calcium binding protein 7 
ENSG00000100316.17	ENSG00000100316	RPL3	HGNC:10332	RPL3	ribosomal protein L3 
ENSG00000100319.14	ENSG00000100319	ZMAT5	HGNC:28046	ZMAT5	zinc finger matrin-type 5 
ENSG00000100320.25	ENSG00000100320	RBFOX2	HGNC:9906	RBFOX2	RNA binding fox-1 homolog 2 
ENSG00000100321.16	ENSG00000100321	SYNGR1	HGNC:11498	SYNGR1	synaptogyrin 1 
ENSG00000100324.15	ENSG00000100324	TAB1	HGNC:18157	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1 
ENSG00000100325.16	ENSG00000100325	ASCC2	HGNC:24103	ASCC2	activating signal cointegrator 1 complex subunit 2 
ENSG00000100330.17	ENSG00000100330	MTMR3	HGNC:7451	MTMR3	myotubularin related protein 3 
ENSG00000100335.16	ENSG00000100335	MIEF1	HGNC:25979	MIEF1	mitochondrial elongation factor 1 
ENSG00000100336.19	ENSG00000100336	APOL4	HGNC:14867	APOL4	apolipoprotein L4 
ENSG00000100342.23	ENSG00000100342	APOL1	HGNC:618	APOL1	apolipoprotein L1 
ENSG00000100344.12	ENSG00000100344	PNPLA3	HGNC:18590	PNPLA3	"patatin like domain 3, 1-acylglycerol-3-phosphate O-acyltransferase  "
ENSG00000100345.24	ENSG00000100345	MYH9	HGNC:7579	MYH9	myosin heavy chain 9 
ENSG00000100346.18	ENSG00000100346	CACNA1I	HGNC:1396	CACNA1I	calcium voltage-gated channel subunit alpha1 I 
ENSG00000100347.16	ENSG00000100347	SAMM50	HGNC:24276	SAMM50	SAMM50 sorting and assembly machinery component 
ENSG00000100348.11	ENSG00000100348	TXN2	HGNC:17772	TXN2	thioredoxin 2 
ENSG00000100350.17	ENSG00000100350	FOXRED2	HGNC:26264	FOXRED2	FAD dependent oxidoreductase domain containing 2 
ENSG00000100351.18	ENSG00000100351	GRAP2	HGNC:4563	GRAP2	GRB2 related adaptor protein 2 
ENSG00000100353.19	ENSG00000100353	EIF3D	HGNC:3278	EIF3D	eukaryotic translation initiation factor 3 subunit D 
ENSG00000100354.23	ENSG00000100354	TNRC6B	HGNC:29190	TNRC6B	trinucleotide repeat containing adaptor 6B 
ENSG00000100359.22	ENSG00000100359	SGSM3	HGNC:25228	SGSM3	small G protein signaling modulator 3 
ENSG00000100360.16	ENSG00000100360	IFT27	HGNC:18626	IFT27	intraflagellar transport 27 
ENSG00000100362.14	ENSG00000100362	PVALB	HGNC:9704	PVALB	parvalbumin 
ENSG00000100364.20	ENSG00000100364	KIAA0930	HGNC:1314	KIAA0930	KIAA0930 
ENSG00000100365.16	ENSG00000100365	NCF4	HGNC:7662	NCF4	neutrophil cytosolic factor 4 
ENSG00000100368.16	ENSG00000100368	CSF2RB	HGNC:2436	CSF2RB	colony stimulating factor 2 receptor subunit beta 
ENSG00000100372.16	ENSG00000100372	SLC25A17	HGNC:10987	SLC25A17	solute carrier family 25 member 17 
ENSG00000100373.11	ENSG00000100373	UPK3A	HGNC:12580	UPK3A	uroplakin 3A 
ENSG00000100376.13	ENSG00000100376	FAM118A	HGNC:1313	FAM118A	family with sequence similarity 118 member A 
ENSG00000100379.19	ENSG00000100379	KCTD17	HGNC:25705	KCTD17	potassium channel tetramerization domain containing 17 
ENSG00000100380.16	ENSG00000100380	ST13	HGNC:11343	ST13	ST13 Hsp70 interacting protein 
ENSG00000100385.16	ENSG00000100385	IL2RB	HGNC:6009	IL2RB	interleukin 2 receptor subunit beta 
ENSG00000100387.10	ENSG00000100387	RBX1	HGNC:9928	RBX1	ring-box 1 
ENSG00000100393.17	ENSG00000100393	EP300	HGNC:3373	EP300	E1A binding protein p300 
ENSG00000100395.16	ENSG00000100395	L3MBTL2	HGNC:18594	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2 
ENSG00000100399.17	ENSG00000100399	CHADL	HGNC:25165	CHADL	chondroadherin like 
ENSG00000100401.22	ENSG00000100401	RANGAP1	HGNC:9854	RANGAP1	Ran GTPase activating protein 1 
ENSG00000100403.13	ENSG00000100403	ZC3H7B	HGNC:30869	ZC3H7B	zinc finger CCCH-type containing 7B 
ENSG00000100410.9	ENSG00000100410	PHF5A	HGNC:18000	PHF5A	PHD finger protein 5A 
ENSG00000100412.18	ENSG00000100412	ACO2	HGNC:118	ACO2	aconitase 2 
ENSG00000100413.18	ENSG00000100413	POLR3H	HGNC:30349	POLR3H	RNA polymerase III subunit H 
ENSG00000100416.16	ENSG00000100416	TRMU	HGNC:25481	TRMU	tRNA mitochondrial 2-thiouridylase 
ENSG00000100417.13	ENSG00000100417	PMM1	HGNC:9114	PMM1	phosphomannomutase 1 
ENSG00000100418.9	ENSG00000100418	DESI1	HGNC:24577	DESI1	desumoylating isopeptidase 1 
ENSG00000100422.15	ENSG00000100422	CERK	HGNC:19256	CERK	ceramide kinase 
ENSG00000100425.21	ENSG00000100425	BRD1	HGNC:1102	BRD1	bromodomain containing 1 
ENSG00000100426.9	ENSG00000100426	ZBED4	HGNC:20721	ZBED4	zinc finger BED-type containing 4 
ENSG00000100427.17	ENSG00000100427	MLC1	HGNC:17082	MLC1	modulator of VRAC current 1 
ENSG00000100429.19	ENSG00000100429	HDAC10	HGNC:18128	HDAC10	histone deacetylase 10 
ENSG00000100439.12	ENSG00000100439	ABHD4	HGNC:20154	ABHD4	"abhydrolase domain containing 4, N-acyl phospholipase B "
ENSG00000100441.11	ENSG00000100441	KHNYN	HGNC:20166	KHNYN	KH and NYN domain containing 
ENSG00000100442.12	ENSG00000100442	FKBP3	HGNC:3719	FKBP3	FKBP prolyl isomerase 3 
ENSG00000100445.19	ENSG00000100445	SDR39U1	HGNC:20275	SDR39U1	short chain dehydrogenase/reductase family 39U member 1 
ENSG00000100448.5	ENSG00000100448	CTSG	HGNC:2532	CTSG	cathepsin G 
ENSG00000100450.14	ENSG00000100450	GZMH	HGNC:4710	GZMH	granzyme H 
ENSG00000100453.15	ENSG00000100453	GZMB	HGNC:4709	GZMB	granzyme B 
ENSG00000100461.19	ENSG00000100461	RBM23	HGNC:20155	RBM23	RNA binding motif protein 23 
ENSG00000100462.17	ENSG00000100462	PRMT5	HGNC:10894	PRMT5	protein arginine methyltransferase 5 
ENSG00000100473.19	ENSG00000100473	COCH	HGNC:2180	COCH	cochlin 
ENSG00000100478.18	ENSG00000100478	AP4S1	HGNC:575	AP4S1	adaptor related protein complex 4 subunit sigma 1 
ENSG00000100479.15	ENSG00000100479	POLE2	HGNC:9178	POLE2	"DNA polymerase epsilon 2, accessory subunit "
ENSG00000100483.15	ENSG00000100483	VCPKMT	HGNC:20352	VCPKMT	valosin containing protein lysine methyltransferase 
ENSG00000100485.13	ENSG00000100485	SOS2	HGNC:11188	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2 
ENSG00000100490.11	ENSG00000100490	CDKL1	HGNC:1781	CDKL1	cyclin dependent kinase like 1 
ENSG00000100503.28	ENSG00000100503	NIN	HGNC:14906	NIN	ninein 
ENSG00000100504.18	ENSG00000100504	PYGL	HGNC:9725	PYGL	glycogen phosphorylase L 
ENSG00000100505.15	ENSG00000100505	TRIM9	HGNC:16288	TRIM9	tripartite motif containing 9 
ENSG00000100519.13	ENSG00000100519	PSMC6	HGNC:9553	PSMC6	"proteasome 26S subunit, ATPase 6 "
ENSG00000100522.11	ENSG00000100522	GNPNAT1	HGNC:19980	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1 
ENSG00000100523.18	ENSG00000100523	DDHD1	HGNC:19714	DDHD1	DDHD domain containing 1 
ENSG00000100526.22	ENSG00000100526	CDKN3	HGNC:1791	CDKN3	cyclin dependent kinase inhibitor 3 
ENSG00000100528.13	ENSG00000100528	CNIH1	HGNC:19431	CNIH1	cornichon family member 1 
