Gene stable ID version	Gene stable ID	HGNC symbol	HGNC ID	Gene name	Gene description
ENSG00000088930.9	ENSG00000088930	XRN2	HGNC:12836	XRN2	5'-3' exoribonuclease 2 
ENSG00000088970.17	ENSG00000088970	KIZ	HGNC:15865	KIZ	kizuna centrosomal protein 
ENSG00000088986.12	ENSG00000088986	DYNLL1	HGNC:15476	DYNLL1	dynein light chain LC8-type 1 
ENSG00000088992.19	ENSG00000088992	TESC	HGNC:26065	TESC	tescalcin 
ENSG00000089006.18	ENSG00000089006	SNX5	HGNC:14969	SNX5	sorting nexin 5 
ENSG00000089009.17	ENSG00000089009	RPL6	HGNC:10362	RPL6	ribosomal protein L6 
ENSG00000089012.15	ENSG00000089012	SIRPG	HGNC:15757	SIRPG	signal regulatory protein gamma 
ENSG00000089022.15	ENSG00000089022	MAPKAPK5	HGNC:6889	MAPKAPK5	MAPK activated protein kinase 5 
ENSG00000089041.18	ENSG00000089041	P2RX7	HGNC:8537	P2RX7	purinergic receptor P2X 7 
ENSG00000089048.16	ENSG00000089048	ESF1	HGNC:15898	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog 
ENSG00000089050.17	ENSG00000089050	RBBP9	HGNC:9892	RBBP9	"RB binding protein 9, serine hydrolase "
ENSG00000089053.14	ENSG00000089053	ANAPC5	HGNC:15713	ANAPC5	anaphase promoting complex subunit 5 
ENSG00000089057.16	ENSG00000089057	SLC23A2	HGNC:10973	SLC23A2	solute carrier family 23 member 2 
ENSG00000089060.13	ENSG00000089060	SLC8B1	HGNC:26175	SLC8B1	solute carrier family 8 member B1 
ENSG00000089063.17	ENSG00000089063	TMEM230	HGNC:15876	TMEM230	transmembrane protein 230 
ENSG00000089091.18	ENSG00000089091	DZANK1	HGNC:15858	DZANK1	double zinc ribbon and ankyrin repeat domains 1 
ENSG00000089094.21	ENSG00000089094	KDM2B	HGNC:13610	KDM2B	lysine demethylase 2B 
ENSG00000089101.20	ENSG00000089101	CFAP61	HGNC:15872	CFAP61	cilia and flagella associated protein 61 
ENSG00000089123.17	ENSG00000089123	TASP1	HGNC:15859	TASP1	taspase 1 
ENSG00000089127.15	ENSG00000089127	OAS1	HGNC:8086	OAS1	2'-5'-oligoadenylate synthetase 1 
ENSG00000089154.12	ENSG00000089154	GCN1	HGNC:4199	GCN1	GCN1 activator of EIF2AK4 
ENSG00000089157.17	ENSG00000089157	RPLP0	HGNC:10371	RPLP0	ribosomal protein lateral stalk subunit P0 
ENSG00000089159.18	ENSG00000089159	PXN	HGNC:9718	PXN	paxillin 
ENSG00000089163.6	ENSG00000089163	SIRT4	HGNC:14932	SIRT4	sirtuin 4 
ENSG00000089169.16	ENSG00000089169	RPH3A	HGNC:17056	RPH3A	rabphilin 3A 
ENSG00000089177.21	ENSG00000089177	KIF16B	HGNC:15869	KIF16B	kinesin family member 16B 
ENSG00000089195.16	ENSG00000089195	TRMT6	HGNC:20900	TRMT6	tRNA methyltransferase 6 non-catalytic subunit 
ENSG00000089199.11	ENSG00000089199	CHGB	HGNC:1930	CHGB	chromogranin B 
ENSG00000089220.6	ENSG00000089220	PEBP1	HGNC:8630	PEBP1	phosphatidylethanolamine binding protein 1 
ENSG00000089225.21	ENSG00000089225	TBX5	HGNC:11604	TBX5	T-box transcription factor 5 
ENSG00000089234.17	ENSG00000089234	BRAP	HGNC:1099	BRAP	BRCA1 associated protein 
ENSG00000089248.8	ENSG00000089248	ERP29	HGNC:13799	ERP29	endoplasmic reticulum protein 29 
ENSG00000089250.20	ENSG00000089250	NOS1	HGNC:7872	NOS1	nitric oxide synthase 1 
ENSG00000089280.21	ENSG00000089280	FUS	HGNC:4010	FUS	FUS RNA binding protein 
ENSG00000089289.17	ENSG00000089289	IGBP1	HGNC:5461	IGBP1	immunoglobulin binding protein 1 
ENSG00000089327.17	ENSG00000089327	FXYD5	HGNC:4029	FXYD5	FXYD domain containing ion transport regulator 5 
ENSG00000089335.23	ENSG00000089335	ZNF302	HGNC:13848	ZNF302	zinc finger protein 302 
ENSG00000089351.16	ENSG00000089351	GRAMD1A	HGNC:29305	GRAMD1A	GRAM domain containing 1A 
ENSG00000089356.20	ENSG00000089356	FXYD3	HGNC:4027	FXYD3	FXYD domain containing ion transport regulator 3 
ENSG00000089472.19	ENSG00000089472	HEPH	HGNC:4866	HEPH	hephaestin 
ENSG00000089486.18	ENSG00000089486	CDIP1	HGNC:13234	CDIP1	cell death inducing p53 target 1 
ENSG00000089505.18	ENSG00000089505	CMTM1	HGNC:19172	CMTM1	CKLF like MARVEL transmembrane domain containing 1 
ENSG00000089558.9	ENSG00000089558	KCNH4	HGNC:6253	KCNH4	potassium voltage-gated channel subfamily H member 4 
ENSG00000089597.19	ENSG00000089597	GANAB	HGNC:4138	GANAB	glucosidase II alpha subunit 
ENSG00000089639.12	ENSG00000089639	GMIP	HGNC:24852	GMIP	GEM interacting protein 
ENSG00000089682.19	ENSG00000089682	RBM41	HGNC:25617	RBM41	RNA binding motif protein 41 
ENSG00000089685.16	ENSG00000089685	BIRC5	HGNC:593	BIRC5	baculoviral IAP repeat containing 5 
ENSG00000089692.10	ENSG00000089692	LAG3	HGNC:6476	LAG3	lymphocyte activating 3 
ENSG00000089693.12	ENSG00000089693	MLF2	HGNC:7126	MLF2	myeloid leukemia factor 2 
ENSG00000089723.11	ENSG00000089723	OTUB2	HGNC:20351	OTUB2	"OTU deubiquitinase, ubiquitin aldehyde binding 2 "
ENSG00000089737.20	ENSG00000089737	DDX24	HGNC:13266	DDX24	DEAD-box helicase 24 
ENSG00000089775.13	ENSG00000089775	ZBTB25	HGNC:13112	ZBTB25	zinc finger and BTB domain containing 25 
ENSG00000089818.18	ENSG00000089818	NECAP1	HGNC:24539	NECAP1	NECAP endocytosis associated 1 
ENSG00000089820.18	ENSG00000089820	ARHGAP4	HGNC:674	ARHGAP4	Rho GTPase activating protein 4 
ENSG00000089847.14	ENSG00000089847	ANKRD24	HGNC:29424	ANKRD24	ankyrin repeat domain 24 
ENSG00000089876.13	ENSG00000089876	DHX32	HGNC:16717	DHX32	DEAH-box helicase 32 (putative) 
ENSG00000089902.11	ENSG00000089902	RCOR1	HGNC:17441	RCOR1	REST corepressor 1 
ENSG00000089916.19	ENSG00000089916	GPATCH2L	HGNC:20210	GPATCH2L	G-patch domain containing 2 like 
ENSG00000090006.19	ENSG00000090006	LTBP4	HGNC:6717	LTBP4	latent transforming growth factor beta binding protein 4 
ENSG00000090013.12	ENSG00000090013	BLVRB	HGNC:1063	BLVRB	biliverdin reductase B 
ENSG00000090020.12	ENSG00000090020	SLC9A1	HGNC:11071	SLC9A1	solute carrier family 9 member A1 
ENSG00000090054.17	ENSG00000090054	SPTLC1	HGNC:11277	SPTLC1	serine palmitoyltransferase long chain base subunit 1 
ENSG00000090060.20	ENSG00000090060	PAPOLA	HGNC:14981	PAPOLA	poly(A) polymerase alpha 
ENSG00000090061.18	ENSG00000090061	CCNK	HGNC:1596	CCNK	cyclin K 
ENSG00000090097.23	ENSG00000090097	PCBP4	HGNC:8652	PCBP4	poly(rC) binding protein 4 
ENSG00000090104.13	ENSG00000090104	RGS1	HGNC:9991	RGS1	regulator of G protein signaling 1 
ENSG00000090238.13	ENSG00000090238	YPEL3	HGNC:18327	YPEL3	yippee like 3 
ENSG00000090263.17	ENSG00000090263	MRPS33	HGNC:16634	MRPS33	mitochondrial ribosomal protein S33 
ENSG00000090266.14	ENSG00000090266	NDUFB2	HGNC:7697	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2 
ENSG00000090273.15	ENSG00000090273	NUDC	HGNC:8045	NUDC	"nuclear distribution C, dynein complex regulator "
ENSG00000090316.17	ENSG00000090316	MAEA	HGNC:13731	MAEA	"macrophage erythroblast attacher, E3 ubiquitin ligase "
ENSG00000090339.10	ENSG00000090339	ICAM1	HGNC:5344	ICAM1	intercellular adhesion molecule 1 
ENSG00000090372.15	ENSG00000090372	STRN4	HGNC:15721	STRN4	striatin 4 
ENSG00000090376.12	ENSG00000090376	IRAK3	HGNC:17020	IRAK3	interleukin 1 receptor associated kinase 3 
ENSG00000090382.7	ENSG00000090382	LYZ	HGNC:6740	LYZ	lysozyme 
ENSG00000090432.8	ENSG00000090432	MUL1	HGNC:25762	MUL1	mitochondrial E3 ubiquitin protein ligase 1 
ENSG00000090447.13	ENSG00000090447	TFAP4	HGNC:11745	TFAP4	transcription factor AP-4 
ENSG00000090470.15	ENSG00000090470	PDCD7	HGNC:8767	PDCD7	programmed cell death 7 
ENSG00000090487.12	ENSG00000090487	SPG21	HGNC:20373	SPG21	"SPG21 abhydrolase domain containing, maspardin "
ENSG00000090520.13	ENSG00000090520	DNAJB11	HGNC:14889	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11 
ENSG00000090530.11	ENSG00000090530	P3H2	HGNC:19317	P3H2	prolyl 3-hydroxylase 2 
ENSG00000090534.21	ENSG00000090534	THPO	HGNC:11795	THPO	thrombopoietin 
ENSG00000090539.17	ENSG00000090539	CHRD	HGNC:1949	CHRD	chordin 
ENSG00000090554.14	ENSG00000090554	FLT3LG	HGNC:3766	FLT3LG	fms related receptor tyrosine kinase 3 ligand 
ENSG00000090565.18	ENSG00000090565	RAB11FIP3	HGNC:17224	RAB11FIP3	RAB11 family interacting protein 3 
ENSG00000090581.12	ENSG00000090581	GNPTG	HGNC:23026	GNPTG	N-acetylglucosamine-1-phosphate transferase subunit gamma 
ENSG00000090612.23	ENSG00000090612	ZNF268	HGNC:13061	ZNF268	zinc finger protein 268 
ENSG00000090615.17	ENSG00000090615	GOLGA3	HGNC:4426	GOLGA3	golgin A3 
ENSG00000090621.16	ENSG00000090621	PABPC4	HGNC:8557	PABPC4	poly(A) binding protein cytoplasmic 4 
ENSG00000090659.18	ENSG00000090659	CD209	HGNC:1641	CD209	CD209 molecule 
ENSG00000090661.14	ENSG00000090661	CERS4	HGNC:23747	CERS4	ceramide synthase 4 
ENSG00000090674.17	ENSG00000090674	MCOLN1	HGNC:13356	MCOLN1	mucolipin TRP cation channel 1 
ENSG00000090686.17	ENSG00000090686	USP48	HGNC:18533	USP48	ubiquitin specific peptidase 48 
ENSG00000090776.7	ENSG00000090776	EFNB1	HGNC:3226	EFNB1	ephrin B1 
ENSG00000090857.15	ENSG00000090857	PDPR	HGNC:30264	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit 
ENSG00000090861.18	ENSG00000090861	AARS1	HGNC:20	AARS1	alanyl-tRNA synthetase 1 
ENSG00000090863.13	ENSG00000090863	GLG1	HGNC:4316	GLG1	golgi glycoprotein 1 
ENSG00000090889.13	ENSG00000090889	KIF4A	HGNC:13339	KIF4A	kinesin family member 4A 
ENSG00000090905.20	ENSG00000090905	TNRC6A	HGNC:11969	TNRC6A	trinucleotide repeat containing adaptor 6A 
ENSG00000090924.16	ENSG00000090924	PLEKHG2	HGNC:29515	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2 
ENSG00000090971.6	ENSG00000090971	NAT14	HGNC:28918	NAT14	N-acetyltransferase 14 (putative) 
ENSG00000090975.15	ENSG00000090975	PITPNM2	HGNC:21044	PITPNM2	phosphatidylinositol transfer protein membrane associated 2 
ENSG00000090989.19	ENSG00000090989	EXOC1	HGNC:30380	EXOC1	exocyst complex component 1 
ENSG00000091009.9	ENSG00000091009	RBM27	HGNC:29243	RBM27	RNA binding motif protein 27 
ENSG00000091039.18	ENSG00000091039	OSBPL8	HGNC:16396	OSBPL8	oxysterol binding protein like 8 
ENSG00000091073.21	ENSG00000091073	DTX2	HGNC:15973	DTX2	deltex E3 ubiquitin ligase 2 
ENSG00000091106.20	ENSG00000091106	NLRC4	HGNC:16412	NLRC4	NLR family CARD domain containing 4 
ENSG00000091127.15	ENSG00000091127	PUS7	HGNC:26033	PUS7	pseudouridine synthase 7 
ENSG00000091128.13	ENSG00000091128	LAMB4	HGNC:6491	LAMB4	laminin subunit beta 4 
ENSG00000091129.23	ENSG00000091129	NRCAM	HGNC:7994	NRCAM	neuronal cell adhesion molecule 
ENSG00000091136.16	ENSG00000091136	LAMB1	HGNC:6486	LAMB1	laminin subunit beta 1 
ENSG00000091137.15	ENSG00000091137	SLC26A4	HGNC:8818	SLC26A4	solute carrier family 26 member 4 
ENSG00000091138.14	ENSG00000091138	SLC26A3	HGNC:3018	SLC26A3	solute carrier family 26 member 3 
ENSG00000091140.16	ENSG00000091140	DLD	HGNC:2898	DLD	dihydrolipoamide dehydrogenase 
ENSG00000091157.15	ENSG00000091157	WDR7	HGNC:13490	WDR7	WD repeat domain 7 
ENSG00000091164.14	ENSG00000091164	TXNL1	HGNC:12436	TXNL1	thioredoxin like 1 
ENSG00000091181.20	ENSG00000091181	IL5RA	HGNC:6017	IL5RA	interleukin 5 receptor subunit alpha 
ENSG00000091262.18	ENSG00000091262	ABCC6	HGNC:57	ABCC6	ATP binding cassette subfamily C member 6 
ENSG00000091317.9	ENSG00000091317	CMTM6	HGNC:19177	CMTM6	CKLF like MARVEL transmembrane domain containing 6 
ENSG00000091409.18	ENSG00000091409	ITGA6	HGNC:6142	ITGA6	integrin subunit alpha 6 
ENSG00000091428.19	ENSG00000091428	RAPGEF4	HGNC:16626	RAPGEF4	Rap guanine nucleotide exchange factor 4 
ENSG00000091436.18	ENSG00000091436	MAP3K20	HGNC:17797	MAP3K20	mitogen-activated protein kinase kinase kinase 20 
ENSG00000091483.9	ENSG00000091483	FH	HGNC:3700	FH	fumarate hydratase 
ENSG00000091490.12	ENSG00000091490	SEL1L3	HGNC:29108	SEL1L3	SEL1L family member 3 
ENSG00000091513.17	ENSG00000091513	TF	HGNC:11740	TF	transferrin 
ENSG00000091527.18	ENSG00000091527	CDV3	HGNC:26928	CDV3	CDV3 homolog 
ENSG00000091536.20	ENSG00000091536	MYO15A	HGNC:7594	MYO15A	myosin XVA 
ENSG00000091542.9	ENSG00000091542	ALKBH5	HGNC:25996	ALKBH5	"alkB homolog 5, RNA demethylase "
ENSG00000091592.17	ENSG00000091592	NLRP1	HGNC:14374	NLRP1	NLR family pyrin domain containing 1 
ENSG00000091622.16	ENSG00000091622	PITPNM3	HGNC:21043	PITPNM3	PITPNM family member 3 
ENSG00000091640.9	ENSG00000091640	SPAG7	HGNC:11216	SPAG7	sperm associated antigen 7 
ENSG00000091651.10	ENSG00000091651	ORC6	HGNC:17151	ORC6	origin recognition complex subunit 6 
ENSG00000091656.19	ENSG00000091656	ZFHX4	HGNC:30939	ZFHX4	zinc finger homeobox 4 
ENSG00000091704.10	ENSG00000091704	CPA1	HGNC:2296	CPA1	carboxypeptidase A1 
ENSG00000091732.19	ENSG00000091732	ZC3HC1	HGNC:29913	ZC3HC1	zinc finger C3HC-type containing 1 
ENSG00000091831.26	ENSG00000091831	ESR1	HGNC:3467	ESR1	estrogen receptor 1 
ENSG00000091844.9	ENSG00000091844	RGS17	HGNC:14088	RGS17	regulator of G protein signaling 17 
ENSG00000091879.15	ENSG00000091879	ANGPT2	HGNC:485	ANGPT2	angiopoietin 2 
ENSG00000091947.11	ENSG00000091947	TMEM101	HGNC:28653	TMEM101	transmembrane protein 101 
ENSG00000091972.20	ENSG00000091972	CD200	HGNC:7203	CD200	CD200 molecule 
ENSG00000091986.17	ENSG00000091986	CCDC80	HGNC:30649	CCDC80	coiled-coil domain containing 80 
ENSG00000092009.10	ENSG00000092009	CMA1	HGNC:2097	CMA1	chymase 1 
ENSG00000092010.16	ENSG00000092010	PSME1	HGNC:9568	PSME1	proteasome activator subunit 1 
ENSG00000092020.12	ENSG00000092020	PPP2R3C	HGNC:17485	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma 
ENSG00000092036.20	ENSG00000092036	HAUS4	HGNC:20163	HAUS4	HAUS augmin like complex subunit 4 
ENSG00000092051.19	ENSG00000092051	JPH4	HGNC:20156	JPH4	junctophilin 4 
ENSG00000092068.21	ENSG00000092068	SLC7A8	HGNC:11066	SLC7A8	solute carrier family 7 member 8 
ENSG00000092094.12	ENSG00000092094	OSGEP	HGNC:18028	OSGEP	O-sialoglycoprotein endopeptidase 
ENSG00000092096.19	ENSG00000092096	SLC22A17	HGNC:23095	SLC22A17	solute carrier family 22 member 17 
ENSG00000092098.19	ENSG00000092098	RNF31	HGNC:16031	RNF31	ring finger protein 31 
ENSG00000092108.23	ENSG00000092108	SCFD1	HGNC:20726	SCFD1	sec1 family domain containing 1 
ENSG00000092140.17	ENSG00000092140	G2E3	HGNC:20338	G2E3	G2/M-phase specific E3 ubiquitin protein ligase 
ENSG00000092148.15	ENSG00000092148	HECTD1	HGNC:20157	HECTD1	HECT domain E3 ubiquitin protein ligase 1 
ENSG00000092199.20	ENSG00000092199	HNRNPC	HGNC:5035	HNRNPC	heterogeneous nuclear ribonucleoprotein C 
ENSG00000092200.13	ENSG00000092200	RPGRIP1	HGNC:13436	RPGRIP1	RPGR interacting protein 1 
ENSG00000092201.11	ENSG00000092201	SUPT16H	HGNC:11465	SUPT16H	"SPT16 homolog, facilitates chromatin remodeling subunit "
ENSG00000092203.16	ENSG00000092203	TOX4	HGNC:20161	TOX4	TOX high mobility group box family member 4 
ENSG00000092208.20	ENSG00000092208	GEMIN2	HGNC:10884	GEMIN2	gem nuclear organelle associated protein 2 
ENSG00000092295.13	ENSG00000092295	TGM1	HGNC:11777	TGM1	transglutaminase 1 
ENSG00000092330.20	ENSG00000092330	TINF2	HGNC:11824	TINF2	TERF1 interacting nuclear factor 2 
ENSG00000092421.18	ENSG00000092421	SEMA6A	HGNC:10738	SEMA6A	semaphorin 6A 
ENSG00000092439.16	ENSG00000092439	TRPM7	HGNC:17994	TRPM7	transient receptor potential cation channel subfamily M member 7 
ENSG00000092445.13	ENSG00000092445	TYRO3	HGNC:12446	TYRO3	TYRO3 protein tyrosine kinase 
ENSG00000092470.13	ENSG00000092470	WDR76	HGNC:25773	WDR76	WD repeat domain 76 
ENSG00000092529.26	ENSG00000092529	CAPN3	HGNC:1480	CAPN3	calpain 3 
ENSG00000092531.11	ENSG00000092531	SNAP23	HGNC:11131	SNAP23	synaptosome associated protein 23 
ENSG00000092607.15	ENSG00000092607	TBX15	HGNC:11594	TBX15	T-box transcription factor 15 
ENSG00000092621.14	ENSG00000092621	PHGDH	HGNC:8923	PHGDH	phosphoglycerate dehydrogenase 
ENSG00000092758.19	ENSG00000092758	COL9A3	HGNC:2219	COL9A3	collagen type IX alpha 3 chain 
ENSG00000092820.20	ENSG00000092820	EZR	HGNC:12691	EZR	ezrin 
ENSG00000092841.20	ENSG00000092841	MYL6	HGNC:7587	MYL6	myosin light chain 6 
ENSG00000092847.15	ENSG00000092847	AGO1	HGNC:3262	AGO1	argonaute RISC component 1 
ENSG00000092850.13	ENSG00000092850	TEKT2	HGNC:11725	TEKT2	tektin 2 
ENSG00000092853.15	ENSG00000092853	CLSPN	HGNC:19715	CLSPN	claspin 
ENSG00000092871.18	ENSG00000092871	RFFL	HGNC:24821	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase 
ENSG00000092929.14	ENSG00000092929	UNC13D	HGNC:23147	UNC13D	unc-13 homolog D 
ENSG00000092931.13	ENSG00000092931	MFSD11	HGNC:25458	MFSD11	major facilitator superfamily domain containing 11 
ENSG00000092964.18	ENSG00000092964	DPYSL2	HGNC:3014	DPYSL2	dihydropyrimidinase like 2 
ENSG00000092969.12	ENSG00000092969	TGFB2	HGNC:11768	TGFB2	transforming growth factor beta 2 
ENSG00000092978.12	ENSG00000092978	GPATCH2	HGNC:25499	GPATCH2	G-patch domain containing 2 
ENSG00000093000.20	ENSG00000093000	NUP50	HGNC:8065	NUP50	nucleoporin 50 
ENSG00000093009.12	ENSG00000093009	CDC45	HGNC:1739	CDC45	cell division cycle 45 
ENSG00000093010.16	ENSG00000093010	COMT	HGNC:2228	COMT	catechol-O-methyltransferase 
ENSG00000093072.20	ENSG00000093072	ADA2	HGNC:1839	ADA2	adenosine deaminase 2 
ENSG00000093100.13	ENSG00000093100				novel transcript
ENSG00000093144.20	ENSG00000093144	ECHDC1	HGNC:21489	ECHDC1	ethylmalonyl-CoA decarboxylase 1 
ENSG00000093167.19	ENSG00000093167	LRRFIP2	HGNC:6703	LRRFIP2	LRR binding FLII interacting protein 2 
ENSG00000093183.15	ENSG00000093183	SEC22C	HGNC:16828	SEC22C	"SEC22 homolog C, vesicle trafficking protein "
ENSG00000093217.12	ENSG00000093217	XYLB	HGNC:12839	XYLB	xylulokinase 
ENSG00000094631.23	ENSG00000094631	HDAC6	HGNC:14064	HDAC6	histone deacetylase 6 
ENSG00000094755.18	ENSG00000094755	GABRP	HGNC:4089	GABRP	gamma-aminobutyric acid type A receptor subunit pi 
ENSG00000094804.13	ENSG00000094804	CDC6	HGNC:1744	CDC6	cell division cycle 6 
ENSG00000094841.15	ENSG00000094841	UPRT	HGNC:28334	UPRT	uracil phosphoribosyltransferase homolog 
ENSG00000094880.12	ENSG00000094880	CDC23	HGNC:1724	CDC23	cell division cycle 23 
ENSG00000094914.15	ENSG00000094914	AAAS	HGNC:13666	AAAS	aladin WD repeat nucleoporin 
ENSG00000094916.17	ENSG00000094916	CBX5	HGNC:1555	CBX5	chromobox 5 
ENSG00000094963.15	ENSG00000094963	FMO2	HGNC:3770	FMO2	flavin containing dimethylaniline monoxygenase 2 
ENSG00000094975.15	ENSG00000094975	SUCO	HGNC:1240	SUCO	SUN domain containing ossification factor 
ENSG00000095002.17	ENSG00000095002	MSH2	HGNC:7325	MSH2	mutS homolog 2 
ENSG00000095015.7	ENSG00000095015	MAP3K1	HGNC:6848	MAP3K1	mitogen-activated protein kinase kinase kinase 1 
ENSG00000095059.18	ENSG00000095059	DHPS	HGNC:2869	DHPS	deoxyhypusine synthase 
ENSG00000095066.13	ENSG00000095066	HOOK2	HGNC:19885	HOOK2	hook microtubule tethering protein 2 
ENSG00000095139.16	ENSG00000095139	ARCN1	HGNC:649	ARCN1	archain 1 
ENSG00000095203.16	ENSG00000095203	EPB41L4B	HGNC:19818	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B 
ENSG00000095209.13	ENSG00000095209	TMEM38B	HGNC:25535	TMEM38B	transmembrane protein 38B 
ENSG00000095261.15	ENSG00000095261	PSMD5	HGNC:9563	PSMD5	"proteasome 26S subunit, non-ATPase 5 "
ENSG00000095303.18	ENSG00000095303	PTGS1	HGNC:9604	PTGS1	prostaglandin-endoperoxide synthase 1 
ENSG00000095319.15	ENSG00000095319	NUP188	HGNC:17859	NUP188	nucleoporin 188 
ENSG00000095321.19	ENSG00000095321	CRAT	HGNC:2342	CRAT	carnitine O-acetyltransferase 
ENSG00000095370.21	ENSG00000095370	SH2D3C	HGNC:16884	SH2D3C	SH2 domain containing 3C 
ENSG00000095380.12	ENSG00000095380	NANS	HGNC:19237	NANS	N-acetylneuraminate synthase 
ENSG00000095383.20	ENSG00000095383	TBC1D2	HGNC:18026	TBC1D2	TBC1 domain family member 2 
ENSG00000095397.19	ENSG00000095397	WHRN	HGNC:16361	WHRN	whirlin 
ENSG00000095464.10	ENSG00000095464	PDE6C	HGNC:8787	PDE6C	phosphodiesterase 6C 
ENSG00000095485.19	ENSG00000095485	CWF19L1	HGNC:25613	CWF19L1	CWF19 like cell cycle control factor 1 
ENSG00000095539.17	ENSG00000095539	SEMA4G	HGNC:10735	SEMA4G	semaphorin 4G 
ENSG00000095564.16	ENSG00000095564	BTAF1	HGNC:17307	BTAF1	B-TFIID TATA-box binding protein associated factor 1 
ENSG00000095574.13	ENSG00000095574	IKZF5	HGNC:14283	IKZF5	IKAROS family zinc finger 5 
ENSG00000095585.19	ENSG00000095585	BLNK	HGNC:14211	BLNK	B cell linker 
ENSG00000095587.10	ENSG00000095587	TLL2	HGNC:11844	TLL2	tolloid like 2 
ENSG00000095596.12	ENSG00000095596	CYP26A1	HGNC:2603	CYP26A1	cytochrome P450 family 26 subfamily A member 1 
ENSG00000095627.11	ENSG00000095627	TDRD1	HGNC:11712	TDRD1	tudor domain containing 1 
ENSG00000095637.24	ENSG00000095637	SORBS1	HGNC:14565	SORBS1	sorbin and SH3 domain containing 1 
ENSG00000095713.15	ENSG00000095713	CRTAC1	HGNC:14882	CRTAC1	cartilage acidic protein 1 
ENSG00000095739.12	ENSG00000095739	BAMBI	HGNC:30251	BAMBI	BMP and activin membrane bound inhibitor 
ENSG00000095752.7	ENSG00000095752	IL11	HGNC:5966	IL11	interleukin 11 
ENSG00000095777.18	ENSG00000095777	MYO3A	HGNC:7601	MYO3A	myosin IIIA 
ENSG00000095787.27	ENSG00000095787	WAC	HGNC:17327	WAC	WW domain containing adaptor with coiled-coil 
ENSG00000095794.21	ENSG00000095794	CREM	HGNC:2352	CREM	cAMP responsive element modulator 
ENSG00000095906.18	ENSG00000095906	NUBP2	HGNC:8042	NUBP2	"NUBP iron-sulfur cluster assembly factor 2, cytosolic "
ENSG00000095917.15	ENSG00000095917	TPSD1	HGNC:14118	TPSD1	tryptase delta 1 
ENSG00000095932.7	ENSG00000095932	SMIM24	HGNC:37244	SMIM24	small integral membrane protein 24 
ENSG00000095951.19	ENSG00000095951	HIVEP1	HGNC:4920	HIVEP1	HIVEP zinc finger 1 
ENSG00000095970.18	ENSG00000095970	TREM2	HGNC:17761	TREM2	triggering receptor expressed on myeloid cells 2 
ENSG00000096006.12	ENSG00000096006	CRISP3	HGNC:16904	CRISP3	cysteine rich secretory protein 3 
ENSG00000096060.16	ENSG00000096060	FKBP5	HGNC:3721	FKBP5	FKBP prolyl isomerase 5 
ENSG00000096063.17	ENSG00000096063	SRPK1	HGNC:11305	SRPK1	SRSF protein kinase 1 
ENSG00000096070.20	ENSG00000096070	BRPF3	HGNC:14256	BRPF3	bromodomain and PHD finger containing 3 
ENSG00000096080.13	ENSG00000096080	MRPS18A	HGNC:14515	MRPS18A	mitochondrial ribosomal protein S18A 
ENSG00000096092.7	ENSG00000096092	TMEM14A	HGNC:21076	TMEM14A	transmembrane protein 14A 
ENSG00000096093.17	ENSG00000096093	EFHC1	HGNC:16406	EFHC1	EF-hand domain containing 1 
ENSG00000096384.21	ENSG00000096384	HSP90AB1	HGNC:5258	HSP90AB1	heat shock protein 90 alpha family class B member 1 
ENSG00000096401.9	ENSG00000096401	CDC5L	HGNC:1743	CDC5L	cell division cycle 5 like 
ENSG00000096433.12	ENSG00000096433	ITPR3	HGNC:6182	ITPR3	"inositol 1,4,5-trisphosphate receptor type 3 "
ENSG00000096654.17	ENSG00000096654	ZNF184	HGNC:12975	ZNF184	zinc finger protein 184 
ENSG00000096696.17	ENSG00000096696	DSP	HGNC:3052	DSP	desmoplakin 
ENSG00000096717.13	ENSG00000096717	SIRT1	HGNC:14929	SIRT1	sirtuin 1 
ENSG00000096746.19	ENSG00000096746	HNRNPH3	HGNC:5043	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 
ENSG00000096872.18	ENSG00000096872	IFT74	HGNC:21424	IFT74	intraflagellar transport 74 
ENSG00000096968.15	ENSG00000096968	JAK2	HGNC:6192	JAK2	Janus kinase 2 
ENSG00000096996.16	ENSG00000096996	IL12RB1	HGNC:5971	IL12RB1	interleukin 12 receptor subunit beta 1 
ENSG00000097007.21	ENSG00000097007	ABL1	HGNC:76	ABL1	"ABL proto-oncogene 1, non-receptor tyrosine kinase "
ENSG00000097021.22	ENSG00000097021	ACOT7	HGNC:24157	ACOT7	acyl-CoA thioesterase 7 
ENSG00000097033.16	ENSG00000097033	SH3GLB1	HGNC:10833	SH3GLB1	"SH3 domain containing GRB2 like, endophilin B1 "
ENSG00000097046.14	ENSG00000097046	CDC7	HGNC:1745	CDC7	cell division cycle 7 
ENSG00000097096.11	ENSG00000097096	SYDE2	HGNC:25841	SYDE2	synapse defective Rho GTPase homolog 2 
