ko.id	ko.desc	ko.sym	ko.ec	path.id	path.desc	path.type	b.id	b.desc	a.id	a.desc
K12334	natriuretic peptide A	NPPA		map04960	Aldosterone-regulated sodium reabsorption	KEGG_pathway	9155	Excretory system	9150	Organismal Systems
K12335	natriuretic peptide B	NPPB		map04960	Aldosterone-regulated sodium reabsorption	KEGG_pathway	9155	Excretory system	9150	Organismal Systems
K12336	natriuretic peptide C	NPPC		map04960	Aldosterone-regulated sodium reabsorption	KEGG_pathway	9155	Excretory system	9150	Organismal Systems
K12337	inositol 1,4,5-triphosphate receptor-associated cGMP kinase substrate	MRVI1, IRAG		map04022	cGMP-PKG signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12338	anthocyanidin 3-O-glucoside 5-O-glucosyltransferase	UGT75C1	2.4.1.298	map00942	Anthocyanin biosynthesis	KEGG_pathway	9110	Biosynthesis of other secondary metabolites	9100	Metabolism
K12339	S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)	cysM	2.5.1.144	map00270	Cysteine and methionine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K12340	outer membrane protein	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF		map03070	Bacterial secretion system	KEGG_pathway	9131	Membrane transport	9130	Environmental Information Processing
K12341	adhesin YadA	yadA		map03070	Bacterial secretion system	KEGG_pathway	9131	Membrane transport	9130	Environmental Information Processing
K12342	adhesin YadB/C	yadB_C		map03070	Bacterial secretion system	KEGG_pathway	9131	Membrane transport	9130	Environmental Information Processing
K12343	3-oxo-5-alpha-steroid 4-dehydrogenase 1	SRD5A1	1.3.1.22	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12344	3-oxo-5-alpha-steroid 4-dehydrogenase 2	SRD5A2	1.3.1.22	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12345	3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase	SRD5A3	1.3.1.22 | 1.3.1.94	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12346	metal iron transporter	SMF		ko02000	Transporters	KEGG_BRITE	9183	Protein families: signaling and cellular processes	9180	Brite Hierarchies
K12347	natural resistance-associated macrophage protein 1	SLC11A1, NRAMP1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12348	acid ceramidase	ASAH1	3.5.1.23	map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12349	neutral ceramidase	ASAH2	3.5.1.23	map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12350	sphingomyelin phosphodiesterase	SMPD1, ASM	3.1.4.12	map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12351	sphingomyelin phosphodiesterase 2	SMPD2	3.1.4.12	map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12352	sphingomyelin phosphodiesterase 3	SMPD3	3.1.4.12	map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12353	sphingomyelin phosphodiesterase 4	SMPD4	3.1.4.12	map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12354	ectonucleotide pyrophosphatase/phosphodiesterase family member 7	ENPP7	3.1.4.12	map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12355	coniferyl-aldehyde dehydrogenase	REF1	1.2.1.68	map00940	Phenylpropanoid biosynthesis	KEGG_pathway	9110	Biosynthesis of other secondary metabolites	9100	Metabolism
K12356	coniferyl-alcohol glucosyltransferase	UGT72E	2.4.1.111	map00940	Phenylpropanoid biosynthesis	KEGG_pathway	9110	Biosynthesis of other secondary metabolites	9100	Metabolism
K12357	sialidase-2/3/4	NEU2_3_4	3.2.1.18	map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12358	forkhead box protein O4	FOXO4		map04068	FoxO signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12359	ceroid-lipofuscinosis neuronal protein 6	CLN6		99992	Structural proteins	notIncPathBrite	9193	Unclassified: signaling and cellular processes	9190	Not Included in Pathway or Brite
K12360	ceroid-lipofuscinosis neuronal protein 8	CLN8		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12361	RAS guanyl-releasing protein 2	RASGRP2		map04014	Ras signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12362	RAS guanyl-releasing protein 3	RASGRP3		map04014	Ras signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12363	RAS guanyl-releasing protein 4	RASGRP4		map04014	Ras signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12364	RAS guanyl-releasing protein, other	RASGRP		99995	Signaling proteins	notIncPathBrite	9193	Unclassified: signaling and cellular processes	9190	Not Included in Pathway or Brite
K12365	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchanger 1 protein	PREX1		map04062	Chemokine signaling pathway	KEGG_pathway	9151	Immune system	9150	Organismal Systems
K12366	engulfment and cell motility protein 1	ELMO1, CED12		map04148	Efferocytosis	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12367	dedicator of cytokinesis protein 2	DOCK2		map04062	Chemokine signaling pathway	KEGG_pathway	9151	Immune system	9150	Organismal Systems
K12368	dipeptide transport system substrate-binding protein	dppA		map02010	ABC transporters	KEGG_pathway	9131	Membrane transport	9130	Environmental Information Processing
K12369	dipeptide transport system permease protein	dppB		map02010	ABC transporters	KEGG_pathway	9131	Membrane transport	9130	Environmental Information Processing
K12370	dipeptide transport system permease protein	dppC		map02010	ABC transporters	KEGG_pathway	9131	Membrane transport	9130	Environmental Information Processing
K12371	dipeptide transport system ATP-binding protein	dppD		map02010	ABC transporters	KEGG_pathway	9131	Membrane transport	9130	Environmental Information Processing
K12372	dipeptide transport system ATP-binding protein	dppF		map02010	ABC transporters	KEGG_pathway	9131	Membrane transport	9130	Environmental Information Processing
K12373	hexosaminidase	HEXA_B	3.2.1.52	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12374	arylsulfatase D/F/H	ARSD_F_H	3.1.6.-	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K12375	arylsulfatase I/J	ARSI_J	3.1.6.-	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K12376	arylsulfatase K	ARSK	3.1.6.-	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K12377	torso-like protein	TSL		map04013	MAPK signaling pathway - fly	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12378	tyrosine-protein kinase receptor torso	TOR	2.7.10.1	map04013	MAPK signaling pathway - fly	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12379	huckebein	HKB		map04013	MAPK signaling pathway - fly	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12380	Ras GTPase-activating protein 3	RASA3		map04013	MAPK signaling pathway - fly	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K12381	arylsulfatase G	ARSG	3.1.6.-	map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12382	saposin	PSAP, SGP1		map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12383	ganglioside GM2 activator	GM2A		map00600	Sphingolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12384	lysosome membrane protein 2	SCARB2, LIMP2, CD36L2		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12385	Niemann-Pick C1 protein	NPC1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12386	cystinosin	CTNS		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12387	lysosomal-associated transmembrane protein	LAPTM		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12388	sortilin	SORT1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12389	battenin	BTS, CLN3		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12390	ceroid-lipofuscinosis neuronal protein 5	CLN5		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12391	AP-1 complex subunit gamma-1	AP1G1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12392	AP-1 complex subunit beta-1	AP1B1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12393	AP-1 complex subunit mu	AP1M		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12394	AP-1 complex subunit sigma 1/2	AP1S1_2		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12395	AP-1 complex subunit sigma-3	AP1S3		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12396	AP-3 complex subunit delta	AP3D		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12397	AP-3 complex subunit beta	AP3B		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12398	AP-3 complex subunit mu	AP3M		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12399	AP-3 complex subunit sigma	AP3S		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12400	AP-4 complex subunit epsilon-1	AP4E1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12401	AP-4 complex subunit beta-1	AP4B1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12402	AP-4 complex subunit mu-1	AP4M1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12403	AP-4 complex subunit sigma-1	AP4S1		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12404	ADP-ribosylation factor-binding protein GGA	GGA		map04142	Lysosome	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12405	(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	HSD17B4	1.1.1.- | 4.2.1.107 | 4.2.1.119	map00120	Primary bile acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12406	pyruvate kinase isozymes R/L	PKLR	2.7.1.40	map00010	Glycolysis / Gluconeogenesis	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12407	glucokinase	GCK	2.7.1.2	map00010	Glycolysis / Gluconeogenesis	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12408	cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase	HSD3B7	1.1.1.181	map00120	Primary bile acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12409	bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase	GNE	3.2.1.183 | 2.7.1.60	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12410	NAD-dependent protein deacetylase/lipoamidase	cobB, srtN, npdA	2.3.1.286 | 2.3.1.313	map00760	Nicotinate and nicotinamide metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K12411	homeobox protein YOX1/YHP1	YOX1, YHP1		map04111	Cell cycle - yeast	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K12412	pheromone receptor transcription factor	MCM1		map04111	Cell cycle - yeast	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K12413	G1-specific transcriptional repressor WHI5	WHI5		map04111	Cell cycle - yeast	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K12414	DNA replication licensing factor, required for pre-replication complex assembly	TAH11		map04111	Cell cycle - yeast	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K12415	competence-stimulating peptide	comC		map02024	Quorum sensing	KEGG_pathway	9145	Cellular community - prokaryotes	9140	Cellular Processes
K12416	anaphase-promoting complex subunit SWM1	SWM1, APC13		map04111	Cell cycle - yeast	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K12417	acyl-CoA thioesteraes 11	ACOT11	3.1.2.-	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12418	acyl-lipid (7-3)-desaturase (Delta-4 desaturase)	DES4, des1	1.14.19.31	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12419	fatty acid desaturase 6	FADS6	1.14.19.-	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12420	ketoreductase	actIII, oxyJ, snoaD, aknA	1.1.1.-	map00253	Tetracycline biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K12421	fatty acid CoA ligase FadD9	fadD9		map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12422	medium/long-chain-fatty-acid---[acyl-carrier-protein] ligase FadD10	fadD10	6.2.1.-	map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12423	fatty acid CoA ligase FadD21	fadD21		map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12424	4-hydroxybenzoate adenylyltransferase	fadD22	6.2.1.50	map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12425	long-chain fatty acid adenylase/transferase FadD23	fadD23	6.2.1.57	map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12426	long-chain fatty acid adenylase/transferase FadD26	fadD26	6.2.1.59	map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12427	long-chain fatty acid adenylyltransferase FadD28	fadD28	6.2.1.49	map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12428	fatty acyl-AMP ligase FadD32	fadD32	6.2.1.-	map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12429	fatty acid CoA ligase FadD36	fadD36		map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12430	4-hydroxyphenylalkanoate synthase	pks1_15	2.3.1.261	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12431	phthioceranic/hydroxyphthioceranic acid synthase	pks2	2.3.1.287	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12432	mycolipanoate synthase	pks3_4		map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K12433	polyketide synthase 5	pks5		ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12434	polyketide synthase 7	pks7		ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12435	polyketide synthase 8	pks8		ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12436	mycoketide-CoA synthase	pks12	2.3.1.295	ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12437	polyketide synthase 13	pks13		ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12439	polyketide synthase 17	pks17		ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12440	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase A	ppsA	2.3.1.292	ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12441	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase B	ppsB	2.3.1.292	ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12442	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase C	ppsC	2.3.1.292	ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12443	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase D	ppsD	2.3.1.292	ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12444	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase E	ppsE	2.3.1.292	ko01008	Polyketide biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12445	trans enoyl reductase	K12445	1.3.1.-	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12446	L-arabinokinase	E2.7.1.46	2.7.1.46	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12447	UDP-sugar pyrophosphorylase	USP	2.7.7.64	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12448	UDP-arabinose 4-epimerase	UXE, uxe	5.1.3.5	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12449	UDP-apiose/xylose synthase	AXS		map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12450	UDP-glucose 4,6-dehydratase	RHM	4.2.1.76	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12451	3,5-epimerase/4-reductase	UER1	5.1.3.- | 1.1.1.-	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12452	CDP-4-dehydro-6-deoxyglucose reductase, E1	ascC, ddhC, rfbH	1.17.1.1	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12453	CDP-paratose synthetase	rfbS	1.1.1.342	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12454	CDP-paratose 2-epimerase	rfbE	5.1.3.10	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12455	CDP-abequose synthase	rfbJ	1.1.1.341	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K12456	anaphase-promoting complex subunit 13	APC13, ANAPC13		map04110	Cell cycle	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K12457	neurotrophin 4	NTF4		map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12458	zinc finger protein 274	ZNF274		map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12459	SH2B adaptor protein 1/3	SH2B1_3		map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12460	ankyrin repeat-rich membrane spanning protein	KIDINS220, ARMS		map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12461	fibroblast growth factor receptor substrate 2	FRS2		map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12462	Rho GDP-dissociation inhibitor	ARHGDI, RHOGDI		map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12463	PR domain zinc finger protein 4	PRDM4	2.1.1.-	map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12464	melanoma-associated antigen D1	MAGED1, NRAGE		map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12465	nerve growth factor receptor-associated protein 1	NGFRAP1		map04722	Neurotrophin signaling pathway	KEGG_pathway	9156	Nervous system	9150	Organismal Systems
K12466	(+)-trans-carveol dehydrogenase	E1.1.1.275	1.1.1.275	map00903	Limonene degradation	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K12467	myrcene/ocimene synthase	E4.2.3.15	4.2.3.15	map00902	Monoterpenoid biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K12469	EH domain-containing protein 2	EHD2		map04144	Endocytosis	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12470	SH3 domain-containing kinase-binding protein 1	SH3KBP1, CIN85		map04144	Endocytosis	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12471	epsin	EPN		map04144	Endocytosis	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12472	epidermal growth factor receptor substrate 15	EPS15		map04144	Endocytosis	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12473	low-density lipoprotein receptor	LDLR		map04979	Cholesterol metabolism	KEGG_pathway	9154	Digestive system	9150	Organismal Systems
K12474	low density lipoprotein receptor adapter protein 1	LDLRAP1, ARH		map04979	Cholesterol metabolism	KEGG_pathway	9154	Digestive system	9150	Organismal Systems
K12475	disabled homolog 2	DAB2		map04144	Endocytosis	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12476	EH domain-containing protein 3	EHD3		map04144	Endocytosis	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12477	EH domain-containing protein 4	EHD4		map04144	Endocytosis	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K12478	early endosome antigen 1	EEA1		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12479	vacuolar protein sorting-associated protein 45	VPS45		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12480	Rab GTPase-binding effector protein 1	RABEP1		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12481	rabenosyn-5	RBSN, ZFYVE20		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12482	RUN and FYVE domain-containing protein 1/2	RUFY1_2, RABIP4		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12483	EH domain-containing protein 1	EHD1		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12484	Rab11 family-interacting protein 1/2/5	RAB11FIP1_2_5		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12485	Rab11 family-interacting protein 3/4	RAB11FIP3_4		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12486	stromal membrane-associated protein	SMAP		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12487	G protein-coupled receptor kinase interactor 2	GIT2		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12488	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein	ASAP		map04810	Regulation of actin cytoskeleton	KEGG_pathway	9142	Cell motility	9140	Cellular Processes
K12489	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein	ACAP		map04810	Regulation of actin cytoskeleton	KEGG_pathway	9142	Cell motility	9140	Cellular Processes
K12490	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3	ARAP3		map04810	Regulation of actin cytoskeleton	KEGG_pathway	9142	Cell motility	9140	Cellular Processes
K12491	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1/3/4/5/6/9/11	AGAP		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12492	ADP-ribosylation factor GTPase-activating protein 1	ARFGAP1		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12493	ADP-ribosylation factor GTPase-activating protein 2/3	ARFGAP2_3		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12494	PH and SEC7 domain-containing protein	PSD		map04810	Regulation of actin cytoskeleton	KEGG_pathway	9142	Cell motility	9140	Cellular Processes
K12495	IQ motif and SEC7 domain-containing protein	IQSEC		ko04131	Membrane trafficking	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12496	early growth response protein 2	EGR2		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12497	early growth response protein 3	EGR3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12498	early growth response protein 4	EGR4		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K12499	C-C motif chemokine 5	CCL5		map04062	Chemokine signaling pathway	KEGG_pathway	9151	Immune system	9150	Organismal Systems
K12500	thioesterase III	tesC	3.1.2.-	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K12501	homogentisate solanesyltransferase	HST	2.5.1.117	map00130	Ubiquinone and other terpenoid-quinone biosynthesis	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K12502	MPBQ/MSBQ methyltransferase	VTE3, APG1	2.1.1.295	map00130	Ubiquinone and other terpenoid-quinone biosynthesis	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K12503	short-chain Z-isoprenyl diphosphate synthase	uppS	2.5.1.68	map00900	Terpenoid backbone biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K12504	decaprenyl-diphosphate synthase subunit 1	PDSS1	2.5.1.91	map00900	Terpenoid backbone biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K12505	decaprenyl-diphosphate synthase subunit 2	PDSS2	2.5.1.91	map00900	Terpenoid backbone biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K12506	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispDF	2.7.7.60 | 4.6.1.12	map00900	Terpenoid backbone biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K12507	acyl-CoA synthetase	fadK	6.2.1.-	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
