ko.id	ko.desc	ko.sym	ko.ec	path.id	path.desc	path.type	b.id	b.desc	a.id	a.desc
K00001	alcohol dehydrogenase	E1.1.1.1, adh	1.1.1.1	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00002	alcohol dehydrogenase (NADP+)	AKR1A1, adh	1.1.1.2	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00003	homoserine dehydrogenase	hom	1.1.1.3	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	BDH, butB	1.1.1.4 | 1.1.1.- | 1.1.1.303	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00005	glycerol dehydrogenase	gldA	1.1.1.6	map00561	Glycerolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00006	glycerol-3-phosphate dehydrogenase (NAD+)	GPD1	1.1.1.8	map00564	Glycerophospholipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00007	D-arabinitol 4-dehydrogenase	dalD	1.1.1.11	map00040	Pentose and glucuronate interconversions	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00008	L-iditol 2-dehydrogenase	SORD, gutB	1.1.1.14	map00051	Fructose and mannose metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00009	mannitol-1-phosphate 5-dehydrogenase	mtlD	1.1.1.17	map00051	Fructose and mannose metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase	iolG	1.1.1.18 | 1.1.1.369	map00562	Inositol phosphate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00011	aldehyde reductase	AKR1B	1.1.1.21	map00051	Fructose and mannose metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00012	UDPglucose 6-dehydrogenase	UGDH, ugd	1.1.1.22	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00013	histidinol dehydrogenase	hisD	1.1.1.23	map00340	Histidine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00014	shikimate dehydrogenase	aroE	1.1.1.25	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00015	glyoxylate reductase	gyaR, GOR1	1.1.1.26	map00630	Glyoxylate and dicarboxylate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00016	L-lactate dehydrogenase	LDH, ldh	1.1.1.27	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00018	glycerate dehydrogenase	hprA	1.1.1.29	map00630	Glyoxylate and dicarboxylate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00019	3-hydroxybutyrate dehydrogenase	BDH1, bdhA	1.1.1.30	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00020	3-hydroxyisobutyrate dehydrogenase	HIBADH, mmsB	1.1.1.31	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00021	hydroxymethylglutaryl-CoA reductase (NADPH)	HMGCR	1.1.1.34	map04979	Cholesterol metabolism	KEGG_pathway	9154	Digestive system	9150	Organismal Systems
K00022	3-hydroxyacyl-CoA dehydrogenase	HADH	1.1.1.35	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00023	acetoacetyl-CoA reductase	phbB	1.1.1.36	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00024	malate dehydrogenase	mdh	1.1.1.37	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00025	malate dehydrogenase	MDH1	1.1.1.37	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00026	malate dehydrogenase	MDH2	1.1.1.37	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00027	malate dehydrogenase (oxaloacetate-decarboxylating)	ME2, sfcA, maeA	1.1.1.38	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00028	malate dehydrogenase (decarboxylating)	E1.1.1.39	1.1.1.39	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	maeB	1.1.1.40	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00030	isocitrate dehydrogenase (NAD+)	IDH3	1.1.1.41	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00031	isocitrate dehydrogenase	IDH1, IDH2, icd	1.1.1.42	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00032	phosphogluconate 2-dehydrogenase	E1.1.1.43	1.1.1.43	map00030	Pentose phosphate pathway	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00033	6-phosphogluconate dehydrogenase	PGD, gnd, gntZ	1.1.1.44 | 1.1.1.343	map00030	Pentose phosphate pathway	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00034	glucose 1-dehydrogenase	gdh	1.1.1.47	map00030	Pentose phosphate pathway	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00035	D-galactose 1-dehydrogenase	gal	1.1.1.48	map00052	Galactose metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00036	glucose-6-phosphate 1-dehydrogenase	G6PD, zwf	1.1.1.49 | 1.1.1.363	map00030	Pentose phosphate pathway	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00037	3alpha-hydroxysteroid 3-dehydrogenase / chlordecone reductase	AKR1C4	1.1.1.50 | 1.1.1.357 | 1.1.1.225	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00038	3alpha(or 20beta)-hydroxysteroid dehydrogenase	fabG3	1.1.1.53	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00039	ribitol 2-dehydrogenase	rbtD	1.1.1.56	map00040	Pentose and glucuronate interconversions	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00040	fructuronate reductase	uxuB	1.1.1.57	map00040	Pentose and glucuronate interconversions	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00041	tagaturonate reductase	uxaB	1.1.1.58	map00040	Pentose and glucuronate interconversions	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00042	2-hydroxy-3-oxopropionate reductase	garR, glxR	1.1.1.60	map00630	Glyoxylate and dicarboxylate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00043	4-hydroxybutyrate dehydrogenase	gbd	1.1.1.61	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00044	17beta-estradiol 17-dehydrogenase	HSD17B1	1.1.1.62	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00045	mannitol 2-dehydrogenase	mtlK, MAN	1.1.1.67	map00051	Fructose and mannose metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00046	gluconate 5-dehydrogenase	idnO	1.1.1.69	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00048	lactaldehyde reductase	fucO	1.1.1.77	map00630	Glyoxylate and dicarboxylate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00049	glyoxylate/hydroxypyruvate reductase	GRHPR	1.1.1.79 | 1.1.1.81	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00051	malate dehydrogenase (NADP+)	E1.1.1.82	1.1.1.82	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00052	3-isopropylmalate dehydrogenase	leuB, IMDH	1.1.1.85	map00660	C5-Branched dibasic acid metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00053	ketol-acid reductoisomerase	ilvC	1.1.1.86	map00290	Valine, leucine and isoleucine biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00054	hydroxymethylglutaryl-CoA reductase	mvaA	1.1.1.88	map00900	Terpenoid backbone biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K00055	aryl-alcohol dehydrogenase	E1.1.1.90	1.1.1.90	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+)	gpsA	1.1.1.94	map00564	Glycerophospholipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	serA, PHGDH	1.1.1.95 | 1.1.1.399	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00059	3-oxoacyl-[acyl-carrier protein] reductase	fabG, OAR1	1.1.1.100	map00061	Fatty acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00060	threonine 3-dehydrogenase	tdh	1.1.1.103	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00061	11-cis-retinol dehydrogenase	RDH5	1.1.1.315	map00830	Retinol metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00062	D-arabinose 1-dehydrogenase	ARA2	1.1.1.116	map00053	Ascorbate and aldarate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00063	D-arabinose 1-dehydrogenase	ARA1	1.1.1.117	map00053	Ascorbate and aldarate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00064	D-threo-aldose 1-dehydrogenase	E1.1.1.122	1.1.1.122	map00053	Ascorbate and aldarate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00065	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	kduD	1.1.1.127	map00040	Pentose and glucuronate interconversions	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00066	GDP-mannose 6-dehydrogenase	algD	1.1.1.132	map00520	Amino sugar and nucleotide sugar metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00067	dTDP-4-dehydrorhamnose reductase	rfbD, rmlD	1.1.1.133	map00523	Polyketide sugar unit biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K00068	sorbitol-6-phosphate 2-dehydrogenase	srlD	1.1.1.140	map00051	Fructose and mannose metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00069	15-hydroxyprostaglandin dehydrogenase (NAD)	HPGD	1.1.1.141	map00590	Arachidonic acid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00070	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase	HSD3B	1.1.1.145 | 5.3.3.1	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00071	corticosteroid 11-beta-dehydrogenase isozyme 2	HSD11B2	1.1.1.-	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00072	sepiapterin reductase	SPR	1.1.1.153	map00790	Folate biosynthesis	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00073	ureidoglycolate dehydrogenase (NAD+)	allD	1.1.1.350	map00230	Purine metabolism	KEGG_pathway	9104	Nucleotide metabolism	9100	Metabolism
K00074	3-hydroxybutyryl-CoA dehydrogenase	paaH, hbd, fadB, mmgB	1.1.1.157	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00075	UDP-N-acetylmuramate dehydrogenase	murB	1.3.1.98	map00550	Peptidoglycan biosynthesis	KEGG_pathway	9107	Glycan biosynthesis and metabolism	9100	Metabolism
K00076	7-alpha-hydroxysteroid dehydrogenase	hdhA	1.1.1.159	map00121	Secondary bile acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00077	2-dehydropantoate 2-reductase	panE, apbA	1.1.1.169	map00770	Pantothenate and CoA biosynthesis	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00078	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	DHDH	1.3.1.20 | 1.1.1.179	map00040	Pentose and glucuronate interconversions	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00079	carbonyl reductase 1	CBR1	1.1.1.184 | 1.1.1.189 | 1.1.1.197	map00980	Metabolism of xenobiotics by cytochrome P450	KEGG_pathway	9111	Xenobiotics biodegradation and metabolism	9100	Metabolism
K00081	carbonyl reductase 2	CBR2	1.1.1.184	map00980	Metabolism of xenobiotics by cytochrome P450	KEGG_pathway	9111	Xenobiotics biodegradation and metabolism	9100	Metabolism
K00082	5-amino-6-(5-phosphoribosylamino)uracil reductase	ribD2	1.1.1.193	map00740	Riboflavin metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00083	cinnamyl-alcohol dehydrogenase	CAD	1.1.1.195	map00940	Phenylpropanoid biosynthesis	KEGG_pathway	9110	Biosynthesis of other secondary metabolites	9100	Metabolism
K00084	carbonyl reductase 3	CBR3	1.1.1.184	map00980	Metabolism of xenobiotics by cytochrome P450	KEGG_pathway	9111	Xenobiotics biodegradation and metabolism	9100	Metabolism
K00085	aldose-6-phosphate reductase (NADPH2)	E1.1.1.200	1.1.1.200	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00086	1,3-propanediol dehydrogenase	dhaT	1.1.1.202	map00640	Propanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00087	xanthine dehydrogenase molybdenum-binding subunit	ygeS, xdhA	1.17.1.4	map00230	Purine metabolism	KEGG_pathway	9104	Nucleotide metabolism	9100	Metabolism
K00088	IMP dehydrogenase	IMPDH, guaB	1.1.1.205	map00230	Purine metabolism	KEGG_pathway	9104	Nucleotide metabolism	9100	Metabolism
K00089	3alpha-hydroxysteroid 3-dehydrogenase	AKR1C2	1.1.1.213 | 1.1.1.357	map00140	Steroid hormone biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase	ghrB	1.1.1.79 | 1.1.1.81 | 1.1.1.215	map00630	Glyoxylate and dicarboxylate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00091	dihydroflavonol-4-reductase	E1.1.1.219	1.1.1.219	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00093	methanol dehydrogenase	mdh	1.1.1.244	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00094	galactitol-1-phosphate 5-dehydrogenase	E1.1.1.251, gatD	1.1.1.251	map00052	Galactose metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00095	mannitol dehydrogenase	MTD	1.1.1.255	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+]	araM, egsA	1.1.1.261	map00564	Glycerophospholipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00097	4-hydroxythreonine-4-phosphate dehydrogenase	pdxA	1.1.1.262	map00750	Vitamin B6 metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00098	L-idonate 5-dehydrogenase	idnD	1.1.1.264	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase	dxr	1.1.1.267	map00900	Terpenoid backbone biosynthesis	KEGG_pathway	9109	Metabolism of terpenoids and polyketides	9100	Metabolism
K00100	butanol dehydrogenase	bdhAB	1.1.1.-	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00101	L-lactate dehydrogenase (cytochrome)	lldD	1.1.2.3	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00102	D-lactate dehydrogenase (cytochrome)	LDHD, dld	1.1.2.4	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00103	L-gulonolactone oxidase	GULO	1.1.3.8	map00053	Ascorbate and aldarate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00104	glycolate dehydrogenase FAD-linked subunit	glcD	1.1.99.14	map00630	Glyoxylate and dicarboxylate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00105	alpha-glycerophosphate oxidase	E1.1.3.21	1.1.3.21	map00564	Glycerophospholipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00106	xanthine dehydrogenase/oxidase	XDH	1.17.1.4 | 1.17.3.2	map00230	Purine metabolism	KEGG_pathway	9104	Nucleotide metabolism	9100	Metabolism
K00107	D-arabinono-1,4-lactone oxidase	ALO	1.1.3.37	map00053	Ascorbate and aldarate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00108	choline dehydrogenase	betA, CHDH	1.1.99.1	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00109	2-hydroxyglutarate dehydrogenase	L2HGDH	1.1.99.2	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00111	glycerol-3-phosphate dehydrogenase	glpA, glpD	1.1.5.3	map00564	Glycerophospholipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00112	glycerol-3-phosphate dehydrogenase subunit B	glpB	1.1.5.3	map00564	Glycerophospholipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00113	glycerol-3-phosphate dehydrogenase subunit C	glpC		map00564	Glycerophospholipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00114	alcohol dehydrogenase (cytochrome c)	exaA	1.1.2.8	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00115	glucose 1-dehydrogenase (FAD, quinone)	GLD	1.1.5.9	map00030	Pentose phosphate pathway	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00116	malate dehydrogenase (quinone)	mqo	1.1.5.4	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00117	quinoprotein glucose dehydrogenase	gcd	1.1.5.2	map00030	Pentose phosphate pathway	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00118	glucose-fructose oxidoreductase	gfo	1.1.99.28	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00119	alcohol dehydrogenase (nicotinoprotein)	E1.1.99.36	1.1.99.36	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00120	F420-dependent hydroxymycolic acid dehydrogenase	fgd2	1.1.98.-	map00074	Mycolic acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	frmA, ADH5, adhC	1.1.1.284 | 1.1.1.1	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00122	formate dehydrogenase	FDH	1.17.1.9	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00123	formate dehydrogenase major subunit	fdoG, fdhF, fdwA	1.17.1.9	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00124	formate dehydrogenase iron-sulfur subunit	fdoH, fdsB		map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00125	formate dehydrogenase (coenzyme F420) beta subunit	fdhB	1.17.98.3 | 1.8.98.6	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00126	formate dehydrogenase subunit delta	fdsD	1.17.1.9	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00127	formate dehydrogenase subunit gamma	fdoI, fdsG		map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00128	aldehyde dehydrogenase (NAD+)	ALDH	1.2.1.3	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00129	aldehyde dehydrogenase (NAD(P)+)	ALDH3	1.2.1.5	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00130	betaine-aldehyde dehydrogenase	betB, gbsA	1.2.1.8	map00260	Glycine, serine and threonine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+)	gapN	1.2.1.9	map00010	Glycolysis / Gluconeogenesis	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00132	acetaldehyde dehydrogenase (acetylating)	E1.2.1.10	1.2.1.10	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00133	aspartate-semialdehyde dehydrogenase	asd	1.2.1.11	map00300	Lysine biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	GAPDH, gapA	1.2.1.12	map00010	Glycolysis / Gluconeogenesis	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	gabD	1.2.1.16 | 1.2.1.79 | 1.2.1.20	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00137	aminobutyraldehyde dehydrogenase	prr	1.2.1.19	map00410	beta-Alanine metabolism	KEGG_pathway	9106	Metabolism of other amino acids	9100	Metabolism
K00138	aldehyde dehydrogenase	aldB	1.2.1.-	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00139	succinate-semialdehyde dehydrogenase	ALDH5A1	1.2.1.24	map00650	Butanoate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	mmsA, iolA, ALDH6A1	1.2.1.18 | 1.2.1.27	map00410	beta-Alanine metabolism	KEGG_pathway	9106	Metabolism of other amino acids	9100	Metabolism
K00141	benzaldehyde dehydrogenase (NAD)	xylC	1.2.1.28	map00627	Aminobenzoate degradation	KEGG_pathway	9111	Xenobiotics biodegradation and metabolism	9100	Metabolism
K00142	acyl-CoA synthetase	AASDH	6.2.1.-	ko01004	Lipid biosynthesis proteins	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K00143	L-2-aminoadipate reductase	LYS2	1.2.1.95	map00300	Lysine biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00145	N-acetyl-gamma-glutamyl-phosphate reductase	argC	1.2.1.38	map00220	Arginine biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00146	phenylacetaldehyde dehydrogenase	feaB, tynC	1.2.1.39	map00360	Phenylalanine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00147	glutamate-5-semialdehyde dehydrogenase	proA	1.2.1.41	map00330	Arginine and proline metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00148	glutathione-independent formaldehyde dehydrogenase	fdhA	1.2.1.46	map00680	Methane metabolism	KEGG_pathway	9102	Energy metabolism	9100	Metabolism
K00149	aldehyde dehydrogenase family 9 member A1	ALDH9A1	1.2.1.47 | 1.2.1.3	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)	gap2, gapB	1.2.1.59	map00010	Glycolysis / Gluconeogenesis	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00151	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	hpaE, hpcC	1.2.1.60	map00350	Tyrosine metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00152	salicylaldehyde dehydrogenase	nahF	1.2.1.65	map00626	Naphthalene degradation	KEGG_pathway	9111	Xenobiotics biodegradation and metabolism	9100	Metabolism
K00153	S-(hydroxymethyl)mycothiol dehydrogenase	E1.1.1.306	1.1.1.306	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00154	coniferyl-aldehyde dehydrogenase	E1.2.1.68	1.2.1.68	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00155	L-tyrosine reductase	LNAA, LNBA	1.2.1.101	99980	Enzymes with EC numbers	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K00156	pyruvate dehydrogenase (quinone)	poxB	1.2.5.1	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00157	aldehyde oxidase	AOX	1.2.3.1	map00760	Nicotinate and nicotinamide metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K00158	pyruvate oxidase	spxB, poxL	1.2.3.3	map00620	Pyruvate metabolism	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00161	pyruvate dehydrogenase E1 component subunit alpha	PDHA, pdhA	1.2.4.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00162	pyruvate dehydrogenase E1 component subunit beta	PDHB, pdhB	1.2.4.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00163	pyruvate dehydrogenase E1 component	aceE	1.2.4.1	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00164	2-oxoglutarate dehydrogenase E1 component	OGDH, sucA	1.2.4.2	map00020	Citrate cycle (TCA cycle)	KEGG_pathway	9101	Carbohydrate metabolism	9100	Metabolism
K00166	2-oxoisovalerate dehydrogenase E1 component subunit alpha	BCKDHA, bkdA1	1.2.4.4	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta	BCKDHB, bkdA2	1.2.4.4	map00280	Valine, leucine and isoleucine degradation	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
