entity	from	gene	desc	ncg.bst	diff.btw	diff.win	qval0.0	qval0.1	qval0.2	qval0.3	qval0.4	qval0.5
ENSG00000168495	0.1	POLR3D	RNA polymerase III subunit D 	n/a	0.208081518279991	0.599595913096856	0.000400369916466474	0.137509506244464	0.271704666696326	0.337536211020226	0.374449133107982	0.402056618736619
ENSG00000168538	0.1	TRAPPC11	trafficking protein particle complex subunit 11 	n/a	0.206050640270504	0.599959742838357	0.000100167448216885	0.114259749175591	0.248624168125854	0.32408826601255	0.362895106096029	0.387579510212399
ENSG00000168566	0.1	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48 	n/a	0.151405888751427	0.645478173204669	0.0157654608864521	0.248754933872904	0.362408008098183	0.405958254114816	0.437763286084019	0.455474272289468
ENSG00000168610	0.1	STAT3	signal transducer and activator of transcription 3 	n/a	0.240674295722485	0.601295852890829	0.00013402968926284	0.117965926869861	0.252031737276248	0.32692979398264	0.36432730888547	0.390113002265506
ENSG00000168676	0.1	KCTD19	potassium channel tetramerization domain containing 19 	n/a	-0.600403916748197	2.10505410319622	0.024680857816131	0.0674158159482241	0.174042657761805	0.253228818391765	0.305537737318646	0.340383501796041
ENSG00000168710	0.1	AHCYL1	adenosylhomocysteinase like 1 	n/a	0.232644581685497	0.731211419906256	0.00216853822243854	0.163306228687414	0.295032188555426	0.356126788771646	0.387613396993057	0.415437739498835
ENSG00000168769	0.1	TET2	tet methylcytosine dioxygenase 2 	validated	0.188948895523985	0.827863148556476	0.00232620203512393	0.12943004853175	0.261005575474414	0.332583563735329	0.371228186049168	0.396697357142133
ENSG00000168779	0.1	SHOX2	SHOX homeobox 2 	n/a	-0.345222684548796	1.33094802436829	0.0350071189107141	0.199835083085701	0.32020153283791	0.371127378360733	0.395181025183809	0.404974925732465
ENSG00000168795	0.1	ZBTB5	zinc finger and BTB domain containing 5 	n/a	0.185708026556769	0.617249691049061	0.000614172245053305	0.135695890687259	0.270186170318768	0.33873885598776	0.372508362230482	0.400779696654577
ENSG00000168826	0.1	ZBTB49	zinc finger and BTB domain containing 49 	n/a	-0.204167731672289	0.618089249962559	0.000882698394186686	0.192352708147543	0.313541373084195	0.371169558130996	0.391043083947195	0.407136678114382
ENSG00000168876	0.1	ANKRD49	ankyrin repeat domain 49 	n/a	0.185552277891762	0.625832962062923	0.0088862092121338	0.22875765846837	0.3447502352837	0.393403455359994	0.429400201678719	0.450238162877902
ENSG00000168899	0.1	VAMP5	vesicle associated membrane protein 5 	n/a	-0.399646072351048	1.23382786152995	0.00136049738875409	0.057712927577915	0.213187451984765	0.285831969589182	0.324973300643736	0.362037370807443
ENSG00000168904	0.1	LRRC28	leucine rich repeat containing 28 	n/a	-0.313354852193505	0.799009832617206	0.00246834359283451	0.126970288778818	0.281139490421062	0.341446608332753	0.377905358786252	0.389399779052312
ENSG00000168906	0.1	MAT2A	methionine adenosyltransferase 2A 	n/a	0.241695017952802	0.634810531809942	8.91557808139495e-06	0.0692430631898612	0.213761727190746	0.291621652603099	0.337330436596071	0.362924519433346
ENSG00000168939	0.1	SPRY3	sprouty RTK signaling antagonist 3 	n/a	-0.335400767630452	1.06466804286666	0.0201717965310123	0.196827666932723	0.318148206458237	0.36935778635062	0.392866204253348	0.405206469407155
ENSG00000168944	0.1	CEP120	centrosomal protein 120 	n/a	-0.166094042833541	0.728591042065266	0.0383454255292835	0.310539401170881	0.390819967186663	0.412212990579219	0.432284158871325	0.44462506539065
ENSG00000168958	0.1	MFF	mitochondrial fission factor 	n/a	0.207987488517477	0.538467131678201	0.000637427926515349	0.169527344188403	0.301659945246645	0.360377687513773	0.393171387360165	0.421338715092563
ENSG00000169016	0.1	E2F6	E2F transcription factor 6 	n/a	0.244557772360574	0.666422889854402	2.63782077651519e-05	0.0524080623989314	0.204354279241431	0.283288931294113	0.329927061856656	0.358208092587664
ENSG00000169021	0.1	UQCRFS1	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 "	n/a	0.315923035947993	0.802346918688946	0.00221901922260128	0.120848903758489	0.251058273792761	0.326603165444392	0.364422729471053	0.388223061154881
ENSG00000169045	0.1	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 	n/a	0.21170997327658	0.530193189797829	0.00025141121245323	0.16084636598632	0.295881251742167	0.354366110059901	0.387447562791048	0.41460086549257
ENSG00000169057	0.1	MECP2	methyl-CpG binding protein 2 	n/a	-0.202725908296186	0.500391050710889	0.000138664999154294	0.196422911120239	0.317200606166613	0.374304370725751	0.388161466624833	0.40477519343936
ENSG00000169155	0.1	ZBTB43	zinc finger and BTB domain containing 43 	n/a	0.228383891796604	0.525491502113665	0.000170451894222715	0.129791005789336	0.267281388973486	0.336651368263713	0.370464197373298	0.399542548713022
ENSG00000169224	0.1	GCSAML	germinal center associated signaling and motility like 	n/a	-0.7409989118474	2.48833331651325	0.0320134218237239	0.0838851822608031	0.200286033854396	0.285682213598426	0.320170344079245	0.337958640038376
ENSG00000169231	0.1	THBS3	thrombospondin 3 	n/a	0.246888455712392	0.884582034710222	0.00262618675322109	0.114741992713679	0.245713456808615	0.320860477520825	0.359016907566006	0.38297078810175
ENSG00000169239	0.1	CA5B	carbonic anhydrase 5B 	n/a	-0.33088386611743	0.917331577047482	0.000748483286971134	0.0906618830851082	0.257858220130026	0.315716081703915	0.363737232634551	0.382558365683809
ENSG00000169288	0.1	MRPL1	mitochondrial ribosomal protein L1 	n/a	0.238733853090169	0.691118531281308	0.0129360266875325	0.219574265786914	0.336830744568971	0.386479547259539	0.418745552483384	0.440426287075353
ENSG00000169371	0.1	SNUPN	snurportin 1 	n/a	0.193314368889974	0.552797387796598	0.00082711239610796	0.166121023074918	0.303318468882595	0.357610346244844	0.389356703663837	0.415977310503708
ENSG00000169413	0.1	RNASE6	ribonuclease A family member 6 	n/a	0.403507751301709	1.21849798281991	0.00735251693066409	0.0990431226339195	0.240318715526478	0.31202663279204	0.350981839219145	0.379440385290419
ENSG00000169439	0.1	SDC2	syndecan 2 	n/a	-0.434604684383144	1.47855917495749	0.00238657248307083	0.0560221885847079	0.205906991885973	0.283568558204993	0.323436594478199	0.357139013995926
ENSG00000169442	0.1	CD52	CD52 molecule 	n/a	0.456921116992136	1.73623107630248	0.0444291231096058	0.145367216306478	0.271516650088868	0.33585057546654	0.372434914182016	0.396094533240294
ENSG00000169598	0.1	DFFB	DNA fragmentation factor subunit beta 	n/a	0.208749924214617	0.612219812034375	0.000933703294445606	0.145194966854317	0.279483290487569	0.344669675375576	0.378543033006425	0.406390064881191
ENSG00000169609	0.1	C15orf40	chromosome 15 open reading frame 40 	n/a	-0.14489884931726	0.56237764702988	0.0257053337805984	0.313699162432727	0.396671688094349	0.421434267659682	0.439849610887762	0.447931902539724
ENSG00000169635	0.1	HIC2	HIC ZBTB transcriptional repressor 2 	n/a	-0.235810454382277	0.762001321012768	0.0354933440666675	0.289598843234844	0.380404677487224	0.405672192593762	0.424038408398036	0.437930254425367
ENSG00000169641	0.1	LUZP1	leucine zipper protein 1 	n/a	-0.333287849107567	0.617985008380611	1.45555656768193e-07	0.0514391180689821	0.220984980782143	0.283971889475121	0.327118841912789	0.366867990080662
ENSG00000169740	0.1	ZNF32	zinc finger protein 32 	n/a	0.238423565853898	0.642333535791722	0.000623791235789058	0.138618073632346	0.274320857886326	0.340397233594747	0.376081952030233	0.404872082613463
ENSG00000169851	0.1	PCDH7	protocadherin 7 	n/a	0.417039959897652	1.51078399372984	0.0187817695435872	0.103238432579883	0.241074222218899	0.309638133315706	0.352071198497734	0.378581519014929
ENSG00000169964	0.1	TMEM42	transmembrane protein 42 	n/a	-0.197216374713554	0.845933135336649	0.0263434960039539	0.268247096248412	0.358540083598032	0.396926115900318	0.413661315303151	0.428044652440782
ENSG00000170004	0.1	CHD3	chromodomain helicase DNA binding protein 3 	n/a	0.228156650835354	0.728988686542265	0.000146599307942123	0.090625593316732	0.228604266980055	0.307202366127659	0.348638757685237	0.37172728278108
ENSG00000170037	0.1	CNTROB	"centrobin, centriole duplication and spindle assembly protein "	n/a	0.150285669349991	0.61625768269309	0.0129548851094579	0.25733920468775	0.365022957963277	0.410117934422621	0.44155243516123	0.464245460663473
ENSG00000170085	0.1	SIMC1	SUMO interacting motifs containing 1 	n/a	0.313040088751558	0.793310737456876	0.00380552466599258	0.131424620012057	0.260320518102519	0.333655298354382	0.36975667085211	0.393854352335336
ENSG00000170160	0.1	CCDC144A	coiled-coil domain containing 144A 	n/a	-0.795550954546721	3.31090162991273	0.0461528766490739	0.0905757002694567	0.190845475167427	0.26683216885762	0.316594304899069	0.340979933491564
ENSG00000170248	0.1	PDCD6IP	programmed cell death 6 interacting protein 	n/a	0.235857929788158	0.590953734726935	2.40076279672527e-05	0.0995947052427092	0.2334633112577	0.3135237330018	0.354702984246841	0.376619778132331
ENSG00000170260	0.1	ZNF212	zinc finger protein 212 	n/a	0.27922411545014	0.621618089372712	3.17288992871247e-05	0.0901363274860686	0.225261421417289	0.306007784153832	0.348161096880219	0.370807762917203
ENSG00000170325	0.1	PRDM10	PR/SET domain 10 	n/a	0.226765616230919	0.574500500655212	3.82190418742364e-05	0.118163234492606	0.248150507520895	0.322553668873405	0.362597123765098	0.388024369581612
ENSG00000170364	0.1	SETMAR	SET domain and mariner transposase fusion gene 	n/a	-0.174610490576671	0.655292956405655	0.0134184012054833	0.274352961264016	0.369453918190943	0.397905639400988	0.417561453320676	0.435800862669479
ENSG00000170365	0.1	SMAD1	SMAD family member 1 	n/a	0.27126578757224	0.657799731349088	5.69988451922881e-05	0.071529114188515	0.216011945194549	0.293017039354364	0.338368701155559	0.365780845600149
ENSG00000170445	0.1	HARS1	histidyl-tRNA synthetase 1 	n/a	0.309512771441659	0.646202735376563	1.06088774043835e-05	0.0748582393433846	0.218166961740333	0.296252014187155	0.341421818137823	0.36392653109925
ENSG00000170584	0.1	NUDCD2	NudC domain containing 2 	n/a	0.209853743457285	0.570127501016649	0.00288542704672146	0.202513855735136	0.327199264577454	0.376082245725438	0.410121427415188	0.434043913239956
ENSG00000170615	0.1	SLC26A5	solute carrier family 26 member 5 	n/a	-0.673671132719829	2.00547136223096	0.0128383487121122	0.0630771274440459	0.17580068008897	0.264613595646454	0.315911649502669	0.346165957004896
ENSG00000170634	0.1	ACYP2	acylphosphatase 2 	n/a	-0.337665805403891	0.884389418949171	0.000139291375340672	0.0571557977065594	0.216570920322021	0.283139590126544	0.328082840140177	0.367711076716882
ENSG00000170653	0.1	ATF7	activating transcription factor 7 	n/a	-0.201252881520858	0.60092847588397	0.000297105383111535	0.161205138056583	0.293535557059409	0.357973327474774	0.382559554827824	0.395978655130471
ENSG00000170677	0.1	SOCS6	suppressor of cytokine signaling 6 	n/a	0.275395251993085	0.774958861924532	0.000213278316544761	0.0659552323296013	0.214153295706451	0.291763883252096	0.336052640133073	0.364206330526085
ENSG00000170786	0.1	SDR16C5	short chain dehydrogenase/reductase family 16C member 5 	n/a	1.51715843054253	3.30598226398423	0.037983376903236	0.0615801898307929	0.155022169073033	0.227412607422586	0.27413902090027	0.30989540331538
ENSG00000170837	0.1	GPR27	G protein-coupled receptor 27 	n/a	0.404705054918951	1.42642622161749	0.0409713273704059	0.157235835182494	0.280226465278029	0.347037842415388	0.381765530700986	0.404531557718006
ENSG00000170852	0.1	KBTBD2	kelch repeat and BTB domain containing 2 	n/a	0.21838973276853	0.568329878146634	0.00228429590102788	0.181476455089789	0.312593346320206	0.36652218462954	0.400777811075137	0.42632271865191
ENSG00000170889	0.1	RPS9	ribosomal protein S9 	n/a	-0.142805563734258	0.868136740713292	0.0416060616019976	0.280323431842972	0.36827218681073	0.402172748558394	0.418421017359952	0.432534578031143
ENSG00000170893	0.1	TRH	thyrotropin releasing hormone 	n/a	0.824707393381647	4.41913599282525	0.0487280946043226	0.0673270995857524	0.137800598533433	0.203138080699361	0.2550363395457	0.283895769235991
ENSG00000170899	0.1	GSTA4	glutathione S-transferase alpha 4 	n/a	-0.387343356881163	1.11027233337909	0.0133854390248845	0.157287115600851	0.29877774930475	0.350676128470339	0.385166761539594	0.396917228889763
ENSG00000170917	0.1	NUDT6	nudix hydrolase 6 	n/a	-0.193185242930291	0.876125975063079	0.027957753688227	0.255808085403884	0.352025427548403	0.392385773607142	0.410578193734804	0.428272816389961
ENSG00000170955	0.1	CAVIN3	caveolae associated protein 3 	n/a	-0.420346387087323	1.46205953606841	0.00469251300106645	0.0756275549788582	0.234257145483738	0.298525235297804	0.33845826433774	0.369461354233413
ENSG00000171100	0.1	MTM1	myotubularin 1 	n/a	0.18805899562471	0.587076819797951	0.00341797782763212	0.195957503861696	0.320390687245427	0.374869362177087	0.411919125458058	0.436667305868457
ENSG00000171103	0.1	TRMT61B	tRNA methyltransferase 61B 	n/a	0.157643244661122	0.565674011133833	0.00303196516027281	0.191606930134958	0.323792714046523	0.376491982055374	0.409436871470712	0.434078272278662
ENSG00000171105	0.1	INSR	insulin receptor 	n/a	0.199493747250947	0.807962574148803	0.00957821740255622	0.182081021773197	0.309399429081169	0.367246054074904	0.397011326963139	0.423193127479506
ENSG00000171132	0.1	PRKCE	protein kinase C epsilon 	n/a	-0.23301233925418	0.800964202653871	0.0153325158460162	0.223104766619618	0.331858018476022	0.381240793097707	0.399910697492621	0.413792517763542
ENSG00000171135	0.1	JAGN1	jagunal homolog 1 	n/a	0.324026657679412	0.74752197354677	0.000109703496299076	0.0775905897054749	0.223386225253812	0.298899668173518	0.343600842240523	0.368202494270038
ENSG00000171160	0.1	MORN4	MORN repeat containing 4 	n/a	0.190747411802114	0.765557308557955	0.0273845787726961	0.244502950292535	0.351299225563415	0.394783630367436	0.425877759072244	0.444874533640633
ENSG00000171202	0.1	TMEM126A	transmembrane protein 126A 	n/a	0.27915348249598	0.825788951934799	0.0132858240968785	0.192567193715092	0.321666981186907	0.37293761777244	0.402839066265697	0.428046936403329
ENSG00000171204	0.1	TMEM126B	transmembrane protein 126B 	n/a	0.234226412416337	0.750182486131121	0.0128722449790833	0.212373246265749	0.33605876318003	0.388344313273815	0.419771081531599	0.44245598799464
ENSG00000171262	0.1	FAM98B	family with sequence similarity 98 member B 	n/a	0.21033131372236	0.573689623629574	0.00119974504396037	0.172300751396635	0.304738020787923	0.363040955326559	0.393572212559473	0.419190541782395
ENSG00000171467	0.1	ZNF318	zinc finger protein 318 	n/a	0.242387231284554	0.561216879684645	2.09600859495014e-06	0.0664382732053863	0.214240984290487	0.290757265869417	0.337267631524498	0.360408057120844
ENSG00000171490	0.1	RSL1D1	ribosomal L1 domain containing 1 	n/a	0.25356314437518	0.64396983046548	0.000185700900379706	0.118333905726336	0.253333815528587	0.327226409112063	0.365726088525222	0.391380667408336
ENSG00000171503	0.1	ETFDH	electron transfer flavoprotein dehydrogenase 	n/a	-0.251490357717127	0.978259394879022	0.000357374056523388	0.0584602392922622	0.225374599743424	0.291423939605553	0.333173822103148	0.368075425061404
ENSG00000171574	0.1	ZNF584	zinc finger protein 584 	n/a	0.294076284982221	0.529124166568032	1.84453653956796e-05	0.0880521968219343	0.228495744153797	0.308772013732463	0.350994088201702	0.370914034435006
ENSG00000171587	0.1	DSCAM	DS cell adhesion molecule 	n/a	-0.915488631086994	2.77670407088881	0.0293169643378948	0.0694025941861128	0.145977692910076	0.22008116028782	0.270737592172036	0.298599058714765
ENSG00000171608	0.1	PIK3CD	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta "	candidate	-0.267933706265467	0.964689827852089	0.0113303800418616	0.186230737259474	0.31497938699557	0.366812073291766	0.390153408931726	0.401759522879641
ENSG00000171681	0.1	ATF7IP	activating transcription factor 7 interacting protein 	n/a	0.243240110646065	0.674844869550363	4.38395823455226e-05	0.0849312293337104	0.224520684330185	0.303636873530594	0.346132161880405	0.368925368891935
ENSG00000171703	0.1	TCEA2	transcription elongation factor A2 	n/a	0.283154727962049	0.780484005908662	0.00100036033359937	0.11033760433361	0.242150224481325	0.319935742908531	0.359295995299964	0.382834566317431
ENSG00000171777	0.1	RASGRP4	RAS guanyl releasing protein 4 	n/a	-0.293704621841416	1.44990578552889	0.0218090569545442	0.149942638199123	0.287416268756959	0.339113315878134	0.377364857634415	0.393897899930085
ENSG00000171791	0.1	BCL2	BCL2 apoptosis regulator 	n/a	-0.250721817476598	1.30412875094644	0.00420324081881736	0.0660415126594004	0.217952162282733	0.290955288200159	0.330385074317941	0.363325555628186
ENSG00000171824	0.1	EXOSC10	exosome component 10 	n/a	0.189812269995197	0.406767201240889	6.9743359048042e-06	0.144304189917401	0.282635772687062	0.347162428181234	0.3763281305604	0.406026326249086
ENSG00000171827	0.1	ZNF570	zinc finger protein 570 	n/a	0.278198575682389	0.68343298412991	0.00223123872467944	0.124272354398075	0.255675314239106	0.328484647750221	0.367049600572203	0.392243655539733
ENSG00000171853	0.1	TRAPPC12	trafficking protein particle complex subunit 12 	n/a	0.121438921330984	0.59896663206966	0.0493510851287915	0.32009498114818	0.406690666341458	0.44617114855998	0.469479075305814	0.484469105767077
ENSG00000171860	0.1	C3AR1	complement C3a receptor 1 	n/a	0.464280724852671	1.38672235124527	0.0086316864489495	0.0870861656596404	0.225852716119659	0.298809306776278	0.343145566291275	0.371864143915486
ENSG00000171862	0.1	PTEN	phosphatase and tensin homolog 	validated	-0.0594391247913668	0.75651982931178	0.0335869874298158	0.291802793022668	0.37770573768616	0.405582219267833	0.422799087492177	0.437970274265725
ENSG00000171865	0.1	RNASEH1	ribonuclease H1 	n/a	0.230041677630159	0.786754636837228	0.000494787282677322	0.0938103039879712	0.233540484143103	0.309495746740389	0.351593979191556	0.374966440478156
ENSG00000171943	0.1	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C 	n/a	0.285542195079289	0.897044099525033	0.00433911510963135	0.14245177854005	0.277615856955015	0.345674024077883	0.376957595734584	0.402378001251323
ENSG00000171970	0.1	ZNF57	zinc finger protein 57 	n/a	0.300139463678113	0.680410185294914	3.33293935483634e-05	0.0590537965354578	0.203719053759095	0.290359799065782	0.333537129805431	0.357648606792464
ENSG00000171984	0.1	SHLD1	shieldin complex subunit 1 	n/a	0.302807023248274	0.753502680637967	0.000210554263101147	0.058239416229567	0.210263591091916	0.287664044271093	0.338083446360087	0.363291469883548
ENSG00000171988	0.1	JMJD1C	jumonji domain containing 1C 	n/a	-0.349596667607721	0.716235609691974	0.000110025497266793	0.087065740491298	0.257482291624337	0.316483265407695	0.362140648903437	0.380234411127656
ENSG00000172081	0.1	MOB3A	MOB kinase activator 3A 	n/a	0.327081858314873	0.655645668174468	0.000154271895463868	0.110303851875192	0.241531034234102	0.321830750058605	0.360164827666392	0.383018855187064
ENSG00000172164	0.1	SNTB1	syntrophin beta 1 	n/a	-0.35119360407988	1.13089118690966	0.010785268435585	0.14287907031233	0.289770106690373	0.341654099987317	0.378516979269951	0.392822229041619
ENSG00000172216	0.1	CEBPB	CCAAT enhancer binding protein beta 	n/a	-0.344994084327449	1.24281859314135	0.0317509579438365	0.208509509793804	0.326634803595653	0.375477919169202	0.398199970698167	0.409856002627312
ENSG00000172264	0.1	MACROD2	mono-ADP ribosylhydrolase 2 	n/a	-0.501370188751457	1.27218285074617	0.0068227944812325	0.0835636568231591	0.238928984780347	0.302995588364969	0.3453346953474	0.377239132492404
ENSG00000172273	0.1	HINFP	histone H4 transcription factor 	n/a	0.120078697392074	0.524734926809345	0.0287894417397492	0.316420597306472	0.402323616351077	0.443592588273409	0.464716171007939	0.48053573691514
ENSG00000172339	0.1	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit 	n/a	0.331142893308378	0.797667709381718	0.0004170651839664	0.0882716055579867	0.230121213800862	0.310171378756552	0.351855135779262	0.375668716285864
ENSG00000172349	0.1	IL16	interleukin 16 	n/a	-0.295297236879574	1.2399181979754	0.0202697574953433	0.18046217910917	0.309384120479545	0.360634021774256	0.391070165942362	0.402344436895602
ENSG00000172465	0.1	TCEAL1	transcription elongation factor A like 1 	n/a	0.249265465063152	1.12086119409252	0.0306019601599998	0.182854092187276	0.305643084074883	0.36498846980025	0.397458535295053	0.421243301271832
ENSG00000172667	0.1	ZMAT3	zinc finger matrin-type 3 	n/a	-0.259574851071792	0.711654181997134	0.00431179087658542	0.206308346048284	0.324843496608434	0.37767387114265	0.39328197282986	0.408259578541561
ENSG00000172671	0.1	ZFAND4	zinc finger AN1-type containing 4 	n/a	0.21692200510533	0.951968056138838	0.0117359151190012	0.158260936950414	0.286694157951326	0.35106316423288	0.383966450938105	0.40882263054255
ENSG00000172716	0.1	SLFN11	schlafen family member 11 	n/a	-0.378980672778008	1.23455624086611	0.00526014643481514	0.107719849558047	0.265704076965986	0.323065127238612	0.363194365187625	0.386115295345879
ENSG00000172794	0.1	RAB37	"RAB37, member RAS oncogene family "	n/a	0.248767451406632	1.22170463761186	0.0339714930892751	0.176570755702574	0.304196237324146	0.360056385075865	0.391568589139819	0.415806116515975
ENSG00000172819	0.1	RARG	retinoic acid receptor gamma 	n/a	0.25533984864944	0.698758136154082	0.0010059194210128	0.135268745627193	0.269968990031951	0.340135407447231	0.374711116304423	0.401452062997995
ENSG00000172869	0.1	DMXL1	Dmx like 1 	n/a	-0.286278300329451	0.902190587867517	0.0322804700374256	0.264456471506615	0.356597723148725	0.397238464687247	0.412387032801132	0.425792197338447
ENSG00000172878	0.1	METAP1D	"methionyl aminopeptidase type 1D, mitochondrial "	n/a	-0.307482342769161	0.692296008287744	4.69678181558632e-06	0.0550372246765683	0.226011105662547	0.287107880513491	0.330496123304401	0.368921100762093
ENSG00000172888	0.1	ZNF621	zinc finger protein 621 	n/a	0.186309787780504	0.622878601801109	0.000826245610542112	0.161959803666229	0.294632037734717	0.353444792577386	0.383582122063421	0.412412624394462
ENSG00000172939	0.1	OXSR1	oxidative stress responsive kinase 1 	n/a	0.202318615909928	0.635155656419829	0.00122255408485763	0.163617999716832	0.299550897810775	0.356743808997721	0.388915735762101	0.415605063287712
ENSG00000173011	0.1	TADA2B	transcriptional adaptor 2B 	n/a	0.30524279301084	0.603604016804805	6.3446257362588e-05	0.0991009090513624	0.231443483342202	0.311891585559832	0.351930485619098	0.374736250933382
ENSG00000173039	0.1	RELA	"RELA proto-oncogene, NF-kB subunit "	n/a	0.32811949150532	0.537234755995427	3.17970767293537e-06	0.0665584912926073	0.212655139575543	0.289936287242488	0.336978844574948	0.360951552307609
ENSG00000173064	0.1	HECTD4	HECT domain E3 ubiquitin protein ligase 4 	n/a	0.232814590145903	0.785825742167412	0.0010072733180071	0.12719887955476	0.260171560609107	0.332059448261548	0.369210004689992	0.395943508869273
ENSG00000173145	0.1	NOC3L	NOC3 like DNA replication regulator 	n/a	0.250613057354829	0.616117109509377	4.89547784484598e-05	0.0943462595613201	0.230953185392886	0.311969592404988	0.352468353846507	0.376965127841212
ENSG00000173163	0.1	COMMD1	copper metabolism domain containing 1 	n/a	0.263508786138488	0.655352560466258	0.000155148836945788	0.116292927757644	0.246027446568587	0.32766433029395	0.362278334534793	0.389393083331168
ENSG00000173166	0.1	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 	n/a	0.244358431862382	1.3872852062307	0.0246018163085076	0.13699623979524	0.269612313484127	0.33476532035291	0.37314831890573	0.397348054851613
ENSG00000173226	0.1	IQCB1	IQ motif containing B1 	n/a	0.188918749967534	0.700687016782875	0.00194250311530765	0.153901736768237	0.285382419349097	0.352487960198054	0.381422569325274	0.410626251649555
ENSG00000173261	0.1	PLAC8L1	PLAC8 like 1 	n/a	-0.50728427212297	1.61533353972763	0.0154246722297587	0.0554831308038683	0.154009599580643	0.249145440313412	0.310997039243323	0.340110302707521
ENSG00000173327	0.1	MAP3K11	mitogen-activated protein kinase kinase kinase 11 	n/a	0.256613596745862	0.750503454636826	0.00417719053460001	0.167604764149546	0.29926016055196	0.358111588741614	0.390422556205406	0.417635993400416
ENSG00000173451	0.1	THAP2	THAP domain containing 2 	n/a	0.256983875748704	0.775727893243307	0.000730279418350303	0.100424293232099	0.235682736248996	0.310625117103011	0.350409343342189	0.376512535588116
ENSG00000173456	0.1	RNF26	ring finger protein 26 	n/a	0.219820817583076	0.594051692980411	0.0010781764354219	0.152475027405642	0.286319379996546	0.351946923641578	0.382118547988409	0.409857536518987
ENSG00000173480	0.1	ZNF417	zinc finger protein 417 	n/a	0.203243092529959	0.770156416474769	0.00242031981658743	0.136780793897552	0.271568850618084	0.339857370699026	0.375968945593318	0.401908217092069
ENSG00000173517	0.1	PEAK1	pseudopodium enriched atypical kinase 1 	n/a	-0.346635856934346	0.993275046935802	0.00111692958289501	0.0901320466248921	0.255658930018286	0.315364131788565	0.358788992146951	0.38202751651321
ENSG00000173531	0.1	MST1	macrophage stimulating 1 	candidate	-0.36565737705029	1.35510291366082	0.0385213242176379	0.207349807000979	0.327235599706033	0.374889940055912	0.396655767807744	0.410594114764669
ENSG00000173542	0.1	MOB1B	MOB kinase activator 1B 	n/a	0.166422385313294	0.766722785681478	0.00806258669803665	0.185481366306881	0.313584003796735	0.369344988557172	0.400668908799852	0.425797320005087
ENSG00000173546	0.1	CSPG4	chondroitin sulfate proteoglycan 4 	n/a	-0.399611179003712	1.82139978539618	0.0108896830852807	0.0748686883449307	0.220758436373273	0.294430868007092	0.332446645767787	0.362917051349069
ENSG00000173559	0.1	NABP1	nucleic acid binding protein 1 	n/a	-0.337626520739092	1.21626165233569	0.00859638147952462	0.135848759681232	0.284659168812483	0.340410020967158	0.37884350783058	0.391618834994632
ENSG00000173598	0.1	NUDT4	nudix hydrolase 4 	n/a	0.277966192121225	0.98642713353639	0.0214861302084203	0.195472363721974	0.319683178511339	0.373953246533622	0.403105602539509	0.428607297536384
ENSG00000173811	0.1	CCDC13-AS1	CCDC13 antisense RNA 1 	n/a	-0.411149006110808	1.5519469102376	0.0108255304210508	0.0654094814150875	0.197040789876779	0.278375742861252	0.30938754365499	0.334987024012683
ENSG00000173812	0.1	EIF1	eukaryotic translation initiation factor 1 	n/a	-0.15728049564092	0.829872367559116	0.0419347004861353	0.290581878510217	0.376728825463228	0.405327522555744	0.42219744619971	0.437101992005678
ENSG00000173852	0.1	DPY19L1	dpy-19 like C-mannosyltransferase 1 	n/a	0.336021022596898	0.916540119848388	0.00133002338273573	0.0918781736079292	0.233357506204835	0.305918688715966	0.349578664121186	0.375523966413484
ENSG00000173889	0.1	PHC3	polyhomeotic homolog 3 	n/a	0.184690144936907	0.838197111841326	0.00245335561952624	0.122686183902826	0.254331614202904	0.328382044995058	0.366722711451433	0.390921707975782
ENSG00000173905	0.1	GOLIM4	golgi integral membrane protein 4 	n/a	0.266897010708574	0.833502360886371	0.00936930437081967	0.183295281527937	0.312838130559917	0.366973605488551	0.3968896940427	0.422928737144683
ENSG00000173926	0.1	MARCHF3	membrane associated ring-CH-type finger 3 	n/a	0.313821254306079	1.54382476590135	0.0459773554166227	0.182195928897032	0.29358841831077	0.358646511072412	0.392271227381591	0.415232634181501
ENSG00000173960	0.1	UBXN2A	UBX domain protein 2A 	n/a	-0.267040497642901	0.612102545079206	0.00893552937420854	0.256416516967851	0.352353048307261	0.390511194388148	0.408157196136279	0.424823333544999
ENSG00000174080	0.1	CTSF	cathepsin F 	n/a	-0.328628191534	1.05219963662686	0.0389868762440863	0.231784723338717	0.339125353361876	0.386112872664741	0.403742678897163	0.417448185489274
ENSG00000174106	0.1	LEMD3	LEM domain containing 3 	n/a	0.123255792239821	0.568289617376577	0.0117376103648236	0.254040055374348	0.363808622325446	0.411862017785738	0.440755325604069	0.462527069886483
ENSG00000174227	0.1	PIGG	phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group) 	n/a	0.163336950631681	0.524240056651762	0.00753817538512248	0.23390040732618	0.34922298158841	0.396168099800177	0.428397441294037	0.451604227542421
